row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
899,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,WLAN YB issue - Request to analyze Debug log,WLAN YB issue - Request to analyze Debug log
900,,Connectivity,Connectivity,,cue,Connectivity,,,X6PT47TJ Schematic review for M.2 WIFI module,X6PT47TJ Schematic review for M.2 WIFI module
901,,ICPS,ICPS,ICPS,override,ICPS,,,The ICPS will be started automatically after installation is completed,The ICPS will be started automatically after installation is completed
902,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,"BT show YB with error code 31 after do product reset, 2/2units, 5/5cycles","BT show YB with error code 31 after do product reset, 2/2units, 5/5cycles"
903,,Connectivity,Needs-Triage,,fallback,,,,Enterprise (ByteDance) end-user can not visit internet issue suddenly,Enterprise (ByteDance) end-user can not visit internet issue suddenly
904,,OEM Tools,YB/Lost,,cue,YB/Lost,,BE201 YB  after S0i3 at 0 degree C Test,GNNR may fail with error code 258,BE201 YB  after S0i3 at 0 degree C Test
905,,BSOD,BSOD,,cue,"BSOD, Connectivity",,,"0x7E BSOD  point to ibtpci.sys occur when system resume from MS and idle in S0 about 5mins.FR:1/2UUTs,1/10UUTs","0x7E BSOD  point to ibtpci.sys occur when system resume from MS and idle in S0 about 5mins.FR:1/2UUTs,1/10UUTs"
906,,Performance,Performance,,cue,Performance,,,PC scan automotive slowly by 10% duty cycle,PC scan automotive slowly by 10% duty cycle
907,,ICPS,ICPS,ICPS,override,ICPS,,,ICPS UI will display less than one second after restart,ICPS UI will display less than one second after restart
908,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,BT driver v23.140.0.5 show YB in the factory,BT driver v23.140.0.5 show YB in the factory
909,,Power Consumption,Power Consumption,,cue,"Power Consumption, RF",,,6GHz 229ch Tx power,6GHz 229ch Tx power
910,,Connectivity,Needs-Triage,,fallback,,,,DUT wakes up intermittently without any human detection,DUT wakes up intermittently without any human detection
911,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,WLAN YB & BT lost (auto recover several times but finally YB) when idle or playing online video. (FR:4/12UUTs),Wlan and BT lost from quick setting about 1s then auto recover during playing local video with BT headphone and BT mouse connected.(Intel BE211),WLAN YB & BT lost (auto recover several times but finally YB) when idle or playing online video. (FR:4/12UUTs)
912,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,wifi YB in 23.150,wifi YB in 23.150
913,,Connectivity,Connectivity,,cue,Connectivity,,,P2P pairing failure.,P2P pairing failure.
914,,Connectivity,Connectivity,,cue,"Connectivity, Performance",,,WLAN throughput drop when testing 6G  BE 320 CH173,WLAN throughput drop when testing 6G  BE 320 CH173
915,,ICPS,BSOD,,cue,BSOD,,"BSoD point to ""0x9F_3_IMAGE_Netwtw14.sys"" from MSFT never crash",Failure occurs when running Accessibility Insights for Windows of Color Contrast Analyzer tool for testing upon ICPS APP -- EAA,"BSoD point to ""0x9F_3_IMAGE_Netwtw14.sys"" from MSFT never crash"
916,,BSOD,BSOD,,cue,"BSOD, HLK, Connectivity",,,BT FATAL Exception occured during BT HLK test (BC_Complex 0x01) and (LC_Complex 0x08),BT FATAL Exception occured during BT HLK test (BC_Complex 0x01) and (LC_Complex 0x08)
917,,Connectivity,Connectivity,,cue,"Connectivity, UEFI",,,DUT can not enter S0ix if Bluetooth BLE Pre-Pairing UEFI Variable is added.,DUT can not enter S0ix if Bluetooth BLE Pre-Pairing UEFI Variable is added.
918,,Connectivity,Connectivity,,cue,Connectivity,,,"The protocol display does not match the case(802.11be) When SUT connects to 2.4GHz WIFI(802.11AX). (FR:2/2units, 6/6times)","The protocol display does not match the case(802.11be) When SUT connects to 2.4GHz WIFI(802.11AX). (FR:2/2units, 6/6times)"
919,,Connectivity,Connectivity,,cue,Connectivity,,,BT Speaker/headset has no sound output until about 20s when connect BT speaker/headset.,BT Speaker/headset has no sound output until about 20s when connect BT speaker/headset.
920,,HLK,HLK,,cue,"HLK, Connectivity",,,MSFT HDE program test -  device HLK-Wlan Test,MSFT HDE program test -  device HLK-Wlan Test
921,,Connectivity,Connectivity,,cue,Connectivity,,,WiFi cannot connect to network automatically after resuming from S5 when Fast Startup is enabled,WiFi cannot connect to network automatically after resuming from S5 when Fast Startup is enabled
922,,Connectivity,ICPS,ICPS,override,ICPS,,The ICPS will be started automatically after installation is completed,BT Speaker/headset cant connect mic when connect BT speaker/headset.,The ICPS will be started automatically after installation is completed
923,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,BT device lost and unknow USB device show yellow bang(code 43) after resuming from MS,BT device lost and unknow USB device show yellow bang(code 43) after resuming from MS
924,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,AX211/AX201 BT YB or BT Lost during auto coldboot/S4 test,AX211/AX201 BT YB or BT Lost during auto coldboot/S4 test
925,,ICPS,Needs-Triage,,fallback,,,Enterprise (ByteDance) end-user can not visit internet issue suddenly,ICPS system tray icon will not be shown after restart,Enterprise (ByteDance) end-user can not visit internet issue suddenly
926,,YB/Lost,OEM Tools,OEM Tools,override,OEM Tools,,GNNR may fail with error code 258,"Intel Wi-Fi 7 BE201 show yellow bang when resume from MS.(F/R:1/2 units,2/40 cycles)",GNNR may fail with error code 258
927,,BSOD,BSOD,,cue,BSOD,,,BSOD point to 0x9F_3_IMAGE_Netwtw14.sys (from MSFT never crash),BSOD point to 0x9F_3_IMAGE_Netwtw14.sys (from MSFT never crash)
928,,Power Consumption,Power Consumption,,cue,"Power Consumption, Connectivity",,,Intel AX211 WLAN became hidden (code 45) in device manager after resume from sleep,Intel AX211 WLAN became hidden (code 45) in device manager after resume from sleep
929,,Killer,ICPS,ICPS,override,ICPS,,ICPS UI will display less than one second after restart,"The string ""Intel is committed to responsible AI."" is not visible in dark mode",ICPS UI will display less than one second after restart
930,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,Intel Wireless Dual Bluetooth Device show Yellow Bang CB/S4/S0i3.  (F/R: 2/2u;2/30c),Intel Wireless Dual Bluetooth Device show Yellow Bang CB/S4/S0i3.  (F/R: 2/2u;2/30c)
931,,BSOD,Power Consumption,,cue,"Power Consumption, RF",,6GHz 229ch Tx power,0x9F WLAN BSOD,6GHz 229ch Tx power
932,,YB/Lost,Needs-Triage,,fallback,,,DUT wakes up intermittently without any human detection,Event ID 5002 occurs during S5 cycles 0x4007/0x28AC,DUT wakes up intermittently without any human detection
933,,Connectivity,Connectivity,,cue,Connectivity,,Wlan and BT lost from quick setting about 1s then auto recover during playing local video with BT headphone and BT mouse connected.(Intel BE211),when connect the second BT earphone system cant show mic info after connect the first BT earphone and play music (FR:100%),Wlan and BT lost from quick setting about 1s then auto recover during playing local video with BT headphone and BT mouse connected.(Intel BE211)
934,,OEM Tools,OEM Tools,OEM Tools,override,OEM Tools,,,found differences RSSI in ant and netsh only in 6G band,found differences RSSI in ant and netsh only in 6G band
935,,YB/Lost,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,,"WIFI show YB(Assert_0x20104009/20100505) when run CB.(F/R 1/1 UUTs, 5/200Cycles)","WIFI show YB(Assert_0x20104009/20100505) when run CB.(F/R 1/1 UUTs, 5/200Cycles)"
936,,BSOD,BSOD,,cue,"BSOD, OEM Tools",,,ANT.exe -setMCC US return Error setting MCC after set WRDD from 0x4150 to 0x434E (for China region),ANT.exe -setMCC US return Error setting MCC after set WRDD from 0x4150 to 0x434E (for China region)
937,,YB/Lost,ICPS,ICPS,override,ICPS,,Failure occurs when running Accessibility Insights for Windows of Color Contrast Analyzer tool for testing upon ICPS APP -- EAA,Intel Wireless Dual Bluetooth Device show Yellow Bang and BT-related Device lost after CB/S4/WB/S0i3.  (F/R: 2/2u;1/30c),Failure occurs when running Accessibility Insights for Windows of Color Contrast Analyzer tool for testing upon ICPS APP -- EAA
938,,Connectivity,BSOD,,cue,"BSOD, HLK, Connectivity",,BT FATAL Exception occured during BT HLK test (BC_Complex 0x01) and (LC_Complex 0x08),event ID 17 show BTHmini error after run S4 test (FR: 1/15 UUTs),BT FATAL Exception occured during BT HLK test (BC_Complex 0x01) and (LC_Complex 0x08)
939,,BSOD,Connectivity,,cue,"Connectivity, UEFI",,DUT can not enter S0ix if Bluetooth BLE Pre-Pairing UEFI Variable is added.,Never crash -Common BSOD issue on Intel wifi --0x9F_3_Netwtw14_IMAGE_pci.sys,DUT can not enter S0ix if Bluetooth BLE Pre-Pairing UEFI Variable is added.
940,,Connectivity,Needs-Triage,,fallback,,,,No sound after putting one side earbud inside cradle and WMP error occurs,No sound after putting one side earbud inside cradle and WMP error occurs
941,,Connectivity,Connectivity,,cue,Connectivity,,,BE200 Wifi lost during warm boot,BE200 Wifi lost during warm boot
942,,Connectivity,HLK,,cue,"HLK, Connectivity",,MSFT HDE program test -  device HLK-Wlan Test,Clevo_RPL-HX_V3xxSNP_AX210 Wake on WLAN fails on 6 GHz band,MSFT HDE program test -  device HLK-Wlan Test
943,,Connectivity,Connectivity,,cue,Connectivity,,WiFi cannot connect to network automatically after resuming from S5 when Fast Startup is enabled,Wi-Fi connection suddenly drops during vibration test,WiFi cannot connect to network automatically after resuming from S5 when Fast Startup is enabled
944,,ICPS,ICPS,ICPS,override,"Connectivity, ICPS",,,Roaming frequently during Teams meetings when ICPS is installed,Roaming frequently during Teams meetings when ICPS is installed
945,,Connectivity,Connectivity,,cue,Connectivity,,,[WinThe Bluetooth earphone connection of UUT2 will automatically disconnect and reconnect after simultaneously connect Bluetooth earphones to UUT1 and UUT2 and leave them idle for approximately 2 minutes.,[WinThe Bluetooth earphone connection of UUT2 will automatically disconnect and reconnect after simultaneously connect Bluetooth earphones to UUT1 and UUT2 and leave them idle for approximately 2 minutes.
946,,Connectivity,Connectivity,,cue,Connectivity,,,The sound will delay after reconnect BT headset,The sound will delay after reconnect BT headset
947,,Connectivity,Connectivity,,cue,Connectivity,,,"The Bluetooth earphones(Poly Free60+) will automatically reconnect after manually clicking ""disconnect"".","The Bluetooth earphones(Poly Free60+) will automatically reconnect after manually clicking ""disconnect""."
948,,Connectivity,YB/Lost,,cue,YB/Lost,,"Intel Wi-Fi 7 BE201 show yellow bang when resume from MS.(F/R:1/2 units,2/40 cycles)","No IPV4 Address after connected to 5G network with channel 149/157, FR: 2/2Units, 2/20Cycles","Intel Wi-Fi 7 BE201 show yellow bang when resume from MS.(F/R:1/2 units,2/40 cycles)"
949,,Killer,BSOD,,cue,BSOD,,BSOD point to 0x9F_3_IMAGE_Netwtw14.sys (from MSFT never crash),Killer APP gating NV DDS function,BSOD point to 0x9F_3_IMAGE_Netwtw14.sys (from MSFT never crash)
950,,Power Consumption,Power Consumption,,cue,"Power Consumption, Connectivity",,Intel AX211 WLAN became hidden (code 45) in device manager after resume from sleep,cannot connect to hotspot 6Ghz by Samsung S25,Intel AX211 WLAN became hidden (code 45) in device manager after resume from sleep
951,,Connectivity,Needs-Triage,,fallback,,,"The string ""Intel is committed to responsible AI."" is not visible in dark mode",Anritsu MT8862 - AP connection issue @ 6GHz,"The string ""Intel is committed to responsible AI."" is not visible in dark mode"
952,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,,Panther Lake H 484 Layout file review for M.2 WIFI module,Panther Lake H 484 Layout file review for M.2 WIFI module
953,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,,Panther Lake H 484 Schematic review for M.2 WIFI module,Panther Lake H 484 Schematic review for M.2 WIFI module
954,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD",,Event ID 5002 occurs during S5 cycles 0x4007/0x28AC,Wlan and BT lost from quick setting about 1s then auto recover during playing local video with BT headphone and BT mouse connected.(Intel BE211),Event ID 5002 occurs during S5 cycles 0x4007/0x28AC
955,,Connectivity,Connectivity,,cue,Connectivity,,,Update latest WIFI driver package find that connected router protocol down to WIFI6(802.11AX),Update latest WIFI driver package find that connected router protocol down to WIFI6(802.11AX)
956,,Connectivity,OEM Tools,OEM Tools,override,OEM Tools,,found differences RSSI in ant and netsh only in 6G band,Enable WiFi-sensing evaluation,found differences RSSI in ant and netsh only in 6G band
957,,YB/Lost,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,"WIFI show YB(Assert_0x20104009/20100505) when run CB.(F/R 1/1 UUTs, 5/200Cycles)",Device manager will show YB after system reboot with BE213(100%),"WIFI show YB(Assert_0x20104009/20100505) when run CB.(F/R 1/1 UUTs, 5/200Cycles)"
958,,Connectivity,Connectivity,,cue,Connectivity,,,"Long duration lasts for about 15 seconds when removing the Bluetooth device.(F/R: 1/3 units,2/15cycles)","Long duration lasts for about 15 seconds when removing the Bluetooth device.(F/R: 1/3 units,2/15cycles)"
959,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,WiFi Yellow Bang(error code 10) occurs,WiFi Yellow Bang(error code 10) occurs
960,,YB/Lost,YB/Lost,YB/Lost,override,"Connectivity, YB/Lost",,,"The unit auto-disconnect Wi-Fi with 5055 assert during online video overnight test, 2/2units, 2/4cycles","The unit auto-disconnect Wi-Fi with 5055 assert during online video overnight test, 2/2units, 2/4cycles"
961,,BSOD,BSOD,,cue,"BSOD, Connectivity",,Never crash -Common BSOD issue on Intel wifi --0x9F_3_Netwtw14_IMAGE_pci.sys,System show 0x9F BSOD.,Never crash -Common BSOD issue on Intel wifi --0x9F_3_Netwtw14_IMAGE_pci.sys
962,,Connectivity,Connectivity,,cue,Connectivity,,,The system cannot record sound for the first two seconds after the record button is pressed when connecting the BT headset to the system.,The system cannot record sound for the first two seconds after the record button is pressed when connecting the BT headset to the system.
963,,ICPS,System Hang,,cue,"System Hang, ICPS",,,ICPS window changes from full screen to original size automatically when enable/disable Lite mode,ICPS window changes from full screen to original size automatically when enable/disable Lite mode
964,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,BE201 WIFI YB on factory,BE201 WIFI YB on factory
965,,Connectivity,Connectivity,,cue,Connectivity,,,The BT headset microphone input has no sound. (F/R: 2/2u;10/10c),The BT headset microphone input has no sound. (F/R: 2/2u;10/10c)
966,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,,"Turning off/on the Bluetooth, the sound will be delayed about 20 seconds. Check with the Sound > Playback > ThinkPad X1 ANC Headphones  Properties > Controller Information shows error","Turning off/on the Bluetooth, the sound will be delayed about 20 seconds. Check with the Sound > Playback > ThinkPad X1 ANC Headphones  Properties > Controller Information shows error"
967,,Connectivity,Connectivity,,cue,Connectivity,,,The Bluetooth-related device is lost when using the MIKE II tool to run hibernate resume.  (Signature Verification Failed),The Bluetooth-related device is lost when using the MIKE II tool to run hibernate resume.  (Signature Verification Failed)
968,,Killer,Needs-Triage,,fallback,,,,The settings will be refreshed to original ones in ACM quickly,The settings will be refreshed to original ones in ACM quickly
969,,ICPS,ICPS,ICPS,override,"Connectivity, ICPS",,,"ICPS only show two interfaces in ACM when WWAN, WiFi and Ethernet are connected","ICPS only show two interfaces in ACM when WWAN, WiFi and Ethernet are connected"
970,,OEM Tools,OEM Tools,OEM Tools,override,OEM Tools,,,(Copy Of 00969290) [Dell][Wistron][Ghostrider14/16 PTL][CITU test result review],(Copy Of 00969290) [Dell][Wistron][Ghostrider14/16 PTL][CITU test result review]
971,,YB/Lost,Killer,Killer,override,Killer,,Killer APP gating NV DDS function,[Dell][Wistron][Ghostrider14/16 PTL][CITU test result review][Assert with 0x20103E15],Killer APP gating NV DDS function
972,,YB/Lost,YB/Lost,,cue,"YB/Lost, BSOD, Power Consumption",,,"Frequent assert 0x4446 when host is sharing the 5G hotspot, 3/3Units, 3/3cycles in noisy environment","Frequent assert 0x4446 when host is sharing the 5G hotspot, 3/3Units, 3/3cycles in noisy environment"
973,,YB/Lost,Needs-Triage,,fallback,,,Anritsu MT8862 - AP connection issue @ 6GHz,WLAN YB issue - Request to analyze Debug  log,Anritsu MT8862 - AP connection issue @ 6GHz
974,,UEFI,UEFI,,cue,UEFI,,,WRT shows incorrect DSM Wi-Fi 6E UHB Function 3 settings,WRT shows incorrect DSM Wi-Fi 6E UHB Function 3 settings
975,,Connectivity,Connectivity,,cue,Connectivity,,,"BT KB has no function When the BT KB shows the connected status(FR:1/1 units, 2/10 cycles)","BT KB has no function When the BT KB shows the connected status(FR:1/1 units, 2/10 cycles)"
