issue_key,ips_case_number,jira_title,created_date,bug_project,bug_category_custom,technology,technology_key,ips_title,predicted_category,confidence,reasoning,raw_response
WIFI-742496,973857,CashmereI SI-R build report WLAN missing and YB Code 10 0x20100505,2025-08-27,WIFI,,WiFi,wifi,CashmereI SI-R build report WLAN missing and YB Code 10 0x20100505,YB/Lost,1.0,Rule-based match via cues (score 1),rule
973794,973794,,2025-08-27,BT,,Bluetooth,bt,PC has delay to receives fragment from Quich share app,Connectivity,0.8,"Title contains 'delay to receives fragment' which is related to connectivity issue, specifically Bluetooth","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'delay to receives fragment' which is related to connectivity issue, specifically Bluetooth""
}"
973727,973727,,2025-08-26,BT,,Bluetooth,bt,BT ext driver lost after PC resume from sleep,Power Consumption,1.0,Rule-based match via cues (score 1),rule
973722,973722,,2025-08-26,WIFI,,WiFi,wifi,WiFi disconnect and re-connected several times then show YB after connect to a specific AP,YB/Lost,1.0,Rule-based match via cues (score 1),rule
WIFI-752292,973678,-AX211 TX Tput is limited to 900 Mbps on Mentali_HX when DMAr is enabled,2025-08-26,WIFI,,WiFi,wifi,-AX211 TX Tput is limited to 900 Mbps on Mentali_HX when DMAr is enabled,Performance,0.8,"Title contains 'Tput' and 'limited', which are indicative of performance issues.","{
  ""category"": ""Performance"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'Tput' and 'limited', which are indicative of performance issues.""
}"
973641,973641,,2025-08-26,BT,,Bluetooth,bt,", PC20.",Connectivity,0.8,"Matching cue: 'PC20' is likely a pairing or connection issue, as it's a common code used in Bluetooth connectivity","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Matching cue: 'PC20' is likely a pairing or connection issue, as it's a common code used in Bluetooth connectivity""
}"
CIE-8534,973631,Prioritization Mode Selector has no response after resuming from Modern standby,2025-08-26,CIE,,ICPS/Killer,software,Prioritization Mode Selector has no response after resuming from Modern standby,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
973605,973605,,2025-08-26,WIFI,,WiFi,wifi,Layout check request for FM232mk1 DVT1.5 board,Needs-Triage,1.0,No matching cues found in the title,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 1,
  ""reasoning"": ""No matching cues found in the title""
}"
973588,973588,,2025-08-26,WIFI,,WiFi,wifi,about DRS is enable or not with JP VLP setting,UEFI,1.0,Rule-based match via cues (score 1),rule
973581,973581,,2025-08-26,BT,,Bluetooth,bt,"BT occurred YB when doing S4/FB Stress, 9/20units, 13/4000cycles",YB/Lost,1.0,Rule-based match via cues (score 1),rule
WIFI-742021,973560,"BSOD 0x9F (point to Netwaw18) when reboot(1/2 UUTs, 1/20 Cycles)",2025-08-26,WIFI,,WiFi,wifi,"BSOD 0x9F (point to Netwaw18) when reboot(1/2 UUTs, 1/20 Cycles)",BSOD,1.0,Rule-based match via cues (score 2),rule
WIFI-741227,973493,"Alway occurr 5002/5010 error when doing S4/FB Stress test, FR: 5/5Units, 100/100Cycles.",2025-08-25,WIFI,,WiFi,wifi,"Alway occurr 5002/5010 error when doing S4/FB Stress test, FR: 5/5Units, 100/100Cycles.",YB/Lost,1.0,Hard override matched phrase '5002',rule
973486,973486,,2025-08-25,CIE,,ICPS/Killer,software,"Memory leak on IntelConnect.exe process, memory can not free",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
973481,973481,,2025-08-25,WIFI,,WiFi,wifi,Unit can search and connect to restrictions channel in ABJ image.(Intel BE200/Intel BE211),Connectivity,0.8,Title contains 'connect' and 'channel',"{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'connect' and 'channel'""
}"
CIE-8467,973435,App crash(IntelConnectivityNetworkService) occurs.,2025-08-25,CIE,,ICPS/Killer,software,App crash(IntelConnectivityNetworkService) occurs.,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
973425,973425,,2025-08-25,WIFI,,WiFi,wifi,Ping test failed,Connectivity,0.8,Title contains 'Ping test failed' which is related to connectivity issues,"{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'Ping test failed' which is related to connectivity issues""
}"
973421,973421,,2025-08-25,WIFI,,WiFi,wifi,Miracast Connection Failure,Connectivity,1.0,Rule-based match via cues (score 1),rule
973358,973358,,2025-08-23,CIE,,ICPS/Killer,software,PHM test result is various depends on ICPS package version,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
973355,973355,,2025-08-23,BT,,Bluetooth,bt,BE213 WLAN card idle appeared Bluetooth YB overnight. (FR: 1/5 unit),YB/Lost,1.0,Rule-based match via cues (score 1),rule
973316,973316,,2025-08-22,WIFI,,WiFi,wifi,Roaming frequently during Teams meetings when ICPS is installed,ICPS,1.0,Hard override matched phrase 'icps',rule
973267,973267,,2025-08-22,BT,,Bluetooth,bt,BT show YB(code 31) during MS  stress.FR:1/4UUTs,YB/Lost,1.0,Rule-based match via cues (score 1),rule
973259,973259,,2025-08-22,BT,,Bluetooth,bt,"HLK-Bluetooth - HciExtensionsV2 (Development and Integration) test fail, 2/2Unit",HLK,1.0,Rule-based match via cues (score 1),rule
WIFI-739243,973254,BE201 YB  after S0i3 at 0 degree C Test,2025-08-22,WIFI,,WiFi,wifi,BE201 YB  after S0i3 at 0 degree C Test,YB/Lost,1.0,Rule-based match via cues (score 1),rule
973252,973252,,2025-08-22,WIFI,,WiFi,wifi,field issue that customer has roaming issue with CISCO AP(Japan),Connectivity,1.0,Rule-based match via cues (score 1),rule
973234,973234,,2025-08-22,BT,,Bluetooth,bt,Intel BT PCIE shows device YB code 43 during S4 resume.,YB/Lost,1.0,Rule-based match via cues (score 1),rule
973221,973221,,2025-08-22,WIFI,,WiFi,wifi,BE200NGW - Driver setup issue,Connectivity,0.8,"Title contains 'setup issue' which is related to connectivity, and technology context is WiFi","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'setup issue' which is related to connectivity, and technology context is WiFi""
}"
973190,973190,,2025-08-22,BT,,Bluetooth,bt,"BT mouse button lost function after power off/on BT devices(MS/KB/headset).(F/R:2/2 units,3/10ycles)",Power Consumption,1.0,Rule-based match via cues (score 1),rule
973189,973189,,2025-08-22,BT,,Bluetooth,bt,"Occurred 0x50 BSOD when remove BT device, FR: 2/2Units, 1/2cycles",BSOD,1.0,Rule-based match via cues (score 2),rule
973148,973148,,2025-08-22,BT,,Bluetooth,bt,BT play music error,Connectivity,1.0,Rule-based match via cues (score 1),rule
WIFI-739113,973064,WLAN YB & BT lost (auto recover several times but finally YB) when idle or playing online video. (FR:4/12UUTs),2025-08-21,WIFI,,WiFi,wifi,WLAN YB & BT lost (auto recover several times but finally YB) when idle or playing online video. (FR:4/12UUTs),YB/Lost,1.0,Rule-based match via cues (score 1),rule
973052,973052,,2025-08-21,WIFI,,WiFi,wifi,"LAN share hotspot , other PC cant connect",Power Consumption,1.0,Rule-based match via cues (score 1),rule
973049,973049,,2025-08-21,WIFI,,WiFi,wifi,LAN share hotspot happen 0XD1 BSOD,BSOD,1.0,Rule-based match via cues (score 2),rule
973048,973048,,2025-08-21,BT,,Bluetooth,bt,BLE launch failure on PTL Platforms with BE211 Module,Connectivity,0.8,"BLE launch failure on PTL Platforms with BE211 Module contains 'BLE' which is a connectivity related term, and 'launch failure' implies a connection issue","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""BLE launch failure on PTL Platforms with BE211 Module contains 'BLE' which is a connectivity related term, and 'launch failure' implies a connection issue""
}"
WIFI-739149,973016,"BSoD point to ""0x9F_3_IMAGE_Netwtw14.sys"" from MSFT never crash",2025-08-21,WIFI,,WiFi,wifi,"BSoD point to ""0x9F_3_IMAGE_Netwtw14.sys"" from MSFT never crash",BSOD,1.0,Rule-based match via cues (score 2),rule
972985,972985,,2025-08-21,WIFI,,WiFi,wifi,WLAN Schematic review,Connectivity,1.0,Rule-based match via cues (score 1),rule
972978,972978,,2025-08-21,BT,,Bluetooth,bt,25H2 HLK test fail - Bluetooth - LEExtendedAdvertising (Development and Integration),HLK,1.0,Rule-based match via cues (score 1),rule
972892,972892,,2025-08-20,WIFI,,WiFi,wifi,Simultaneous YB on WLAN and BT,YB/Lost,1.0,Rule-based match via cues (score 1),rule
972881,972881,,2025-08-20,WIFI,,WiFi,wifi,WLAN Layout review,Connectivity,1.0,Rule-based match via cues (score 1),rule
972864,972864,,2025-08-20,WIFI,,WiFi,wifi,WLAN YB issue - Request to analyze Debug log,YB/Lost,1.0,Rule-based match via cues (score 1),rule
972852,972852,,2025-08-20,WIFI,,WiFi,wifi,X6PT47TJ Schematic review for M.2 WIFI module,Connectivity,1.0,Rule-based match via cues (score 1),rule
CIE-8484,972840,The ICPS will be started automatically after installation is completed,2025-08-20,CIE,,ICPS/Killer,software,The ICPS will be started automatically after installation is completed,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
972823,972823,,2025-08-20,WIFI,,WiFi,wifi,System sometimes has hw drips 0% at MS aging,Needs-Triage,0.0,,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": """"
}"
972804,972804,,2025-08-20,BT,,Bluetooth,bt,"BT show YB with error code 31 after do product reset, 2/2units, 5/5cycles",YB/Lost,1.0,Rule-based match via cues (score 1),rule
WIFI-738426,972787,Enterprise (ByteDance) end-user can not visit internet issue suddenly,2025-08-20,WIFI,,WiFi,wifi,Enterprise (ByteDance) end-user can not visit internet issue suddenly,Connectivity,0.8,"Title contains 'cannot visit internet' and 'issue suddenly', which are indicative of connectivity issues.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'cannot visit internet' and 'issue suddenly', which are indicative of connectivity issues.""
}"
WIFI-741414,972772,GNNR may fail with error code 258,2025-08-20,WIFI,,WiFi,wifi,GNNR may fail with error code 258,OEM Tools,1.0,Rule-based match via cues (score 1),rule
972758,972758,,2025-08-20,BT,,Bluetooth,bt,"0x7E BSOD  point to ibtpci.sys occur when system resume from MS and idle in S0 about 5mins.FR:1/2UUTs,1/10UUTs",BSOD,1.0,Rule-based match via cues (score 2),rule
972691,972691,,2025-08-19,BT,,Bluetooth,bt,PC scan automotive slowly by 10% duty cycle,Performance,1.0,Rule-based match via cues (score 1),rule
CIE-8326,972645,ICPS UI will display less than one second after restart,2025-08-19,CIE,,ICPS/Killer,software,ICPS UI will display less than one second after restart,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
972619,972619,,2025-08-19,BT,,Bluetooth,bt,BT driver v23.140.0.5 show YB in the factory,YB/Lost,1.0,Rule-based match via cues (score 1),rule
WIFI-745395,972602,6GHz 229ch Tx power,2025-08-19,WIFI,,WiFi,wifi,6GHz 229ch Tx power,Power Consumption,1.0,Rule-based match via cues (score 1),rule
WIFI-750032,972596,DUT wakes up intermittently without any human detection,2025-08-19,WIFI,,WiFi,wifi,DUT wakes up intermittently without any human detection,Connectivity,0.8,"Title contains 'wakes up' and 'without any human detection', which suggests a connectivity issue.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'wakes up' and 'without any human detection', which suggests a connectivity issue.""
}"
WIFI-736954,972584,Wlan and BT lost from quick setting about 1s then auto recover during playing local video with BT headphone and BT mouse connected.(Intel BE211),2025-08-19,WIFI,,WiFi,wifi,Wlan and BT lost from quick setting about 1s then auto recover during playing local video with BT headphone and BT mouse connected.(Intel BE211),Connectivity,1.0,Rule-based match via cues (score 2),rule
972533,972533,,2025-08-19,WIFI,,WiFi,wifi,wifi YB in 23.150,YB/Lost,1.0,Rule-based match via cues (score 1),rule
972520,972520,,2025-08-19,WIFI,,WiFi,wifi,P2P pairing failure.,Connectivity,1.0,Rule-based match via cues (score 2),rule
972249,972249,,2025-08-18,WIFI,,WiFi,wifi,WLAN throughput drop when testing 6G  BE 320 CH173,Connectivity,1.0,Rule-based match via cues (score 2),rule
CIE-8316,972231,Failure occurs when running Accessibility Insights for Windows of Color Contrast Analyzer tool for testing upon ICPS APP -- EAA,2025-08-18,CIE,,ICPS/Killer,software,Failure occurs when running Accessibility Insights for Windows of Color Contrast Analyzer tool for testing upon ICPS APP -- EAA,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
BT-377868,972217,BT FATAL Exception occured during BT HLK test (BC_Complex 0x01) and (LC_Complex 0x08),2025-08-18,BT,,Bluetooth,bt,BT FATAL Exception occured during BT HLK test (BC_Complex 0x01) and (LC_Complex 0x08),BSOD,1.0,Rule-based match via cues (score 1),rule
BT-393965,972204,DUT can not enter S0ix if Bluetooth BLE Pre-Pairing UEFI Variable is added.,2025-08-18,BT,,Bluetooth,bt,DUT can not enter S0ix if Bluetooth BLE Pre-Pairing UEFI Variable is added.,Connectivity,1.0,Rule-based match via cues (score 3),rule
972169,972169,,2025-08-18,WIFI,,WiFi,wifi,"The protocol display does not match the case(802.11be) When SUT connects to 2.4GHz WIFI(802.11AX). (FR:2/2units, 6/6times)",Connectivity,1.0,Rule-based match via cues (score 1),rule
972148,972148,,2025-08-18,BT,,Bluetooth,bt,BT Speaker/headset has no sound output until about 20s when connect BT speaker/headset.,Connectivity,1.0,Rule-based match via cues (score 1),rule
WIFI-769391,971997,MSFT HDE program test -  device HLK-Wlan Test,2025-08-15,WIFI,,WiFi,wifi,MSFT HDE program test -  device HLK-Wlan Test,HLK,1.0,Rule-based match via cues (score 1),rule
WIFI-740890,971846,WiFi cannot connect to network automatically after resuming from S5 when Fast Startup is enabled,2025-08-14,WIFI,,WiFi,wifi,WiFi cannot connect to network automatically after resuming from S5 when Fast Startup is enabled,Connectivity,1.0,Rule-based match via cues (score 2),rule
971743,971743,,2025-08-14,BT,,Bluetooth,bt,BT Speaker/headset cant connect mic when connect BT speaker/headset.,Connectivity,1.0,Rule-based match via cues (score 1),rule
971714,971714,,2025-08-14,BT,,Bluetooth,bt,BT device lost and unknow USB device show yellow bang(code 43) after resuming from MS,YB/Lost,1.0,Rule-based match via cues (score 1),rule
971615,971615,,2025-08-13,BT,,Bluetooth,bt,AX211/AX201 BT YB or BT Lost during auto coldboot/S4 test,YB/Lost,1.0,Rule-based match via cues (score 1),rule
971591,971591,,2025-08-13,CIE,,ICPS/Killer,software,ICPS system tray icon will not be shown after restart,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
WIFI-742498,971578,"Intel Wi-Fi 7 BE201 show yellow bang when resume from MS.(F/R:1/2 units,2/40 cycles)",2025-08-13,WIFI,,WiFi,wifi,"Intel Wi-Fi 7 BE201 show yellow bang when resume from MS.(F/R:1/2 units,2/40 cycles)",YB/Lost,1.0,Rule-based match via cues (score 1),rule
WIFI-734385,971575,BSOD point to 0x9F_3_IMAGE_Netwtw14.sys (from MSFT never crash),2025-08-13,WIFI,,WiFi,wifi,BSOD point to 0x9F_3_IMAGE_Netwtw14.sys (from MSFT never crash),BSOD,1.0,Rule-based match via cues (score 2),rule
BT-378725,971331,Intel AX211 WLAN became hidden (code 45) in device manager after resume from sleep,2025-08-12,BT,,Bluetooth,bt,Intel AX211 WLAN became hidden (code 45) in device manager after resume from sleep,Power Consumption,1.0,Rule-based match via cues (score 1),rule
CIE-8220,971323,"The string ""Intel is committed to responsible AI."" is not visible in dark mode",2025-08-12,CIE,,ICPS/Killer,software,"The string ""Intel is committed to responsible AI."" is not visible in dark mode",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
971263,971263,,2025-08-12,BT,,Bluetooth,bt,Intel Wireless Dual Bluetooth Device show Yellow Bang CB/S4/S0i3.  (F/R: 2/2u;2/30c),YB/Lost,1.0,Rule-based match via cues (score 1),rule
971253,971253,,2025-08-12,WIFI,,WiFi,wifi,0x9F WLAN BSOD,BSOD,1.0,Rule-based match via cues (score 2),rule
WIFI-733841,971245,Event ID 5002 occurs during S5 cycles 0x4007/0x28AC,2025-08-12,WIFI,,WiFi,wifi,Event ID 5002 occurs during S5 cycles 0x4007/0x28AC,YB/Lost,1.0,Hard override matched phrase '5002',rule
971186,971186,,2025-08-11,BT,,Bluetooth,bt,when connect the second BT earphone system cant show mic info after connect the first BT earphone and play music (FR:100%),Connectivity,1.0,Rule-based match via cues (score 1),rule
WOT-63929,971156,found differences RSSI in ant and netsh only in 6G band,2025-08-11,WOT,,Tools,tools,found differences RSSI in ant and netsh only in 6G band,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WIFI-732858,971147,"WIFI show YB(Assert_0x20104009/20100505) when run CB.(F/R 1/1 UUTs, 5/200Cycles)",2025-08-11,WIFI,,WiFi,wifi,"WIFI show YB(Assert_0x20104009/20100505) when run CB.(F/R 1/1 UUTs, 5/200Cycles)",YB/Lost,1.0,Hard override matched phrase 'assert',rule
971129,971129,,2025-08-11,WIFI,,WiFi,wifi,ANT.exe -setMCC US return Error setting MCC after set WRDD from 0x4150 to 0x434E (for China region),BSOD,1.0,Rule-based match via cues (score 1),rule
971071,971071,,2025-08-11,BT,,Bluetooth,bt,Intel Wireless Dual Bluetooth Device show Yellow Bang and BT-related Device lost after CB/S4/WB/S0i3.  (F/R: 2/2u;1/30c),YB/Lost,1.0,Rule-based match via cues (score 1),rule
971068,971068,,2025-08-11,BT,,Bluetooth,bt,event ID 17 show BTHmini error after run S4 test (FR: 1/15 UUTs),Connectivity,1.0,Rule-based match via cues (score 1),rule
