jira_id,ips_title,jira_component,component_frequency,feature_text
WIFI-205478,[H{/SIO2087612/Win11/ADL/GFP2/Riesling] The WLAN device showsshow YB(code 10) in device manager when idle 2 hours.,FW->PHY,69,[COMPONENT=FW->PHY] [H{/SIO2087612/Win11/ADL/GFP2/Riesling] The WLAN device showsshow YB(code 10) in device manager when idle 2 hours.
WIFI-209459,[Realme][Wingtech][Intel Tiger Lake UP4][Ax201][21H2] [WLAN] Connect to WLAN to play online video and drive YB appears?error code10?,FW->PHY,69,[COMPONENT=FW->PHY] [Realme][Wingtech][Intel Tiger Lake UP4][Ax201][21H2] [WLAN] Connect to WLAN to play online video and drive YB appears?error code10?
WIFI-218884,[MSFT Pegatron][BirchBay] Intel WiFi Module MU-MIMO Conducted EVM failure in 2462MHz 40MHz Bandwidth,FW->PHY,69,[COMPONENT=FW->PHY] [MSFT Pegatron][BirchBay] Intel WiFi Module MU-MIMO Conducted EVM failure in 2462MHz 40MHz Bandwidth
WIFI-221315,[Huawei][Quanta][HookeF][ADL-H45][AX211][WIN11_21H2] Why is the AX211 ?TH?(Thailand) power on 2.4G/5G-B1/5G-B4 are follows US not EU?,FW->PHY,69,[COMPONENT=FW->PHY] [Huawei][Quanta][HookeF][ADL-H45][AX211][WIN11_21H2] Why is the AX211 ?TH?(Thailand) power on 2.4G/5G-B1/5G-B4 are follows US not EU?
WIFI-230886,MSFT Pegatron][BirchBay] The Canada OTP values in v22.150 of DRTU exceed Maximum output power from Canada 6E certification of  AX211 module report,FW->PHY,69,[COMPONENT=FW->PHY] MSFT Pegatron][BirchBay] The Canada OTP values in v22.150 of DRTU exceed Maximum output power from Canada 6E certification of  AX211 module report
WIFI-239139,[HUAWEI][HUAQIN][MachC][Intel CML][Intel 9560][WIFI][Win11] System will auto roam to low AP.,FW->PHY,69,[COMPONENT=FW->PHY] [HUAWEI][HUAQIN][MachC][Intel CML][Intel 9560][WIFI][Win11] System will auto roam to low AP.
WIFI-242048,[HP][Compal][EDNA][Intel ADL-M][INTEL Garfield Peak 2][Build 22000.co_release.210604-1628] The output power of WLAN module in country mod: US/low power mode can't meet the spec.,FW->PHY,69,[COMPONENT=FW->PHY] [HP][Compal][EDNA][Intel ADL-M][INTEL Garfield Peak 2][Build 22000.co_release.210604-1628] The output power of WLAN module in country mod: US/low power mode can't meet the spec.
WIFI-244514,[Dell][Burton dock] reported 6GHz functionality issues with AX210...Issue1,FW->PHY,69,[COMPONENT=FW->PHY] [Dell][Burton dock] reported 6GHz functionality issues with AX210...Issue1
WIFI-244597,[HUAWEI][HUAQIN][machC][Intel AC 9560][WiFi][Win11]The DUT will switch to weak signal AP automatically.,FW->PHY,69,[COMPONENT=FW->PHY] [HUAWEI][HUAQIN][machC][Intel AC 9560][WiFi][Win11]The DUT will switch to weak signal AP automatically.
WIFI-261661,RFQ HrP1 Throughput Evaluation...lower throughput (waterfall shift) at 5GHz AX 80MHz ch161 RX direction,FW->PHY,69,[COMPONENT=FW->PHY] RFQ HrP1 Throughput Evaluation...lower throughput (waterfall shift) at 5GHz AX 80MHz ch161 RX direction
WIFI-284767,[ADL-N][HrP1][22.180][N7600ZM]AX101 The throughput drop at the attenuation of 92~95dB (picture is ax/ac 80MHz),FW->PHY,69,[COMPONENT=FW->PHY] [ADL-N][HrP1][22.180][N7600ZM]AX101 The throughput drop at the attenuation of 92~95dB (picture is ax/ac 80MHz)
WIFI-287936,"[Huawei][Quanta][H9UR][CurieG][AX211][22H2][WLAN][BUG-20230216-66094] Huawei mobile phone  wirelessly casts the screen to the computer, click Search Device on the mobile phone's wireless screen projection but the blurred screen on the machine.",FW->PHY,69,"[COMPONENT=FW->PHY] [Huawei][Quanta][H9UR][CurieG][AX211][22H2][WLAN][BUG-20230216-66094] Huawei mobile phone  wirelessly casts the screen to the computer, click Search Device on the mobile phone's wireless screen projection but the blurred screen on the machine."
WIFI-302481,[Huawei][Quanta][H9RR][RolleG][AX211][22H2][BT][Factory] WLAN can't switch to on  after burin test (disable/enable) at 175th cycle,FW->PHY,69,[COMPONENT=FW->PHY] [Huawei][Quanta][H9RR][RolleG][AX211][22H2][BT][Factory] WLAN can't switch to on  after burin test (disable/enable) at 175th cycle
WIFI-303040,[IP3][Tigerlake]AX101 2.4GHz download speed not stable and assert 0x4444 after BT enable,FW->PHY,69,[COMPONENT=FW->PHY] [IP3][Tigerlake]AX101 2.4GHz download speed not stable and assert 0x4444 after BT enable
WIFI-319138,"[HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]The wifi driver occured YB(43),and can not recovery with restart and restore system.",FW->PHY,69,"[COMPONENT=FW->PHY] [HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]The wifi driver occured YB(43),and can not recovery with restart and restore system."
WIFI-326810,[HUAWEI][HUAQIN][MitchellF][Intel ADL][Intel AX 201][WIFI][Win11]The power of 22.230 driver is less than 22.190 driver.,FW->PHY,69,[COMPONENT=FW->PHY] [HUAWEI][HUAQIN][MitchellF][Intel ADL][Intel AX 201][WIFI][Win11]The power of 22.230 driver is less than 22.190 driver.
WIFI-337269,[MSFT][Huntington Beach] Tx output power does not match regulatory report when setting MCC CA 5G,FW->PHY,69,[COMPONENT=FW->PHY] [MSFT][Huntington Beach] Tx output power does not match regulatory report when setting MCC CA 5G
WIFI-341048,[Dell][Compal][Pista MTL][AX211] Wlan driver and BT driver YB during running Unigine Valley Benchmark.,FW->PHY,69,[COMPONENT=FW->PHY] [Dell][Compal][Pista MTL][AX211] Wlan driver and BT driver YB during running Unigine Valley Benchmark.
WIFI-344971,[Dell/Compal][Kenai][DVT1]DRTU low power issue for specific channel,FW->PHY,69,[COMPONENT=FW->PHY] [Dell/Compal][Kenai][DVT1]DRTU low power issue for specific channel
WIFI-347536,[DELL][Compal][Alienware][NEXUS MLK_GaP2_2230]Killer1750x has 5G band throughput issue in RX conductive test in SPORTON lab,FW->PHY,69,[COMPONENT=FW->PHY] [DELL][Compal][Alienware][NEXUS MLK_GaP2_2230]Killer1750x has 5G band throughput issue in RX conductive test in SPORTON lab
WIFI-352308,[Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WIFI][22H2]The assert occur when PC idel,FW->PHY,69,[COMPONENT=FW->PHY] [Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WIFI][22H2]The assert occur when PC idel
WIFI-364091,"[lenovo][lcfc][Lam1][MTL][AX211][23H2][3/60]MHs client disconnect, w/o wifi list",FW->PHY,69,"[COMPONENT=FW->PHY] [lenovo][lcfc][Lam1][MTL][AX211][23H2][3/60]MHs client disconnect, w/o wifi list"
WIFI-368122,"[Honor][huaqin][DarwinA][MTL][AX201][High probability]Under the automatic SMPS of the Darwin project, AUX and Main imbalance affect the combined RX sensitivity",FW->PHY,69,"[COMPONENT=FW->PHY] [Honor][huaqin][DarwinA][MTL][AX201][High probability]Under the automatic SMPS of the Darwin project, AUX and Main imbalance affect the combined RX sensitivity"
WIFI-370851,[HUAWEI][HUAQIN][MachD][Intel TGL][Intel AX 201][WIFI][Win11]WiFi will automatically roam to a router that is further away when the computer remains stationary.,FW->PHY,69,[COMPONENT=FW->PHY] [HUAWEI][HUAQIN][MachD][Intel TGL][Intel AX 201][WIFI][Win11]WiFi will automatically roam to a router that is further away when the computer remains stationary.
WIFI-393429,[Taoran][WiFI][Huawei][VangogH][MTL][PVT]A YB issue with code 10 on 23.30.0.6,FW->PHY,69,[COMPONENT=FW->PHY] [Taoran][WiFI][Huawei][VangogH][MTL][PVT]A YB issue with code 10 on 23.30.0.6
WIFI-395058,[GaP2/GfP2] 6GHz connection at MCC=AU/NZ,FW->PHY,69,[COMPONENT=FW->PHY] [GaP2/GfP2] 6GHz connection at MCC=AU/NZ
WIFI-406604,[Honor][huaqin][MooreA][MTL][AX211][High probability] connect WiFi fail,FW->PHY,69,[COMPONENT=FW->PHY] [Honor][huaqin][MooreA][MTL][AX211][High probability] connect WiFi fail
WIFI-408527,[HP][Regis] [Quanta]WiFi cannot search AP after GLAI test mode implemented,FW->PHY,69,[COMPONENT=FW->PHY] [HP][Regis] [Quanta]WiFi cannot search AP after GLAI test mode implemented
WIFI-422597,[Dell_MTL][Arches_MTL]Intel AX211 shows YB when CB/WB in Device Manager,FW->PHY,69,[COMPONENT=FW->PHY] [Dell_MTL][Arches_MTL]Intel AX211 shows YB when CB/WB in Device Manager
WIFI-452771,[ASUS][Quanta][ARL][AX101][X1407CA] YB right after installing driver,FW->PHY,69,[COMPONENT=FW->PHY] [ASUS][Quanta][ARL][AX101][X1407CA] YB right after installing driver
WIFI-513454,[WiFi]Roaming from an AP with strong signal to an AP with weak signal,FW->PHY,69,[COMPONENT=FW->PHY] [WiFi]Roaming from an AP with strong signal to an AP with weak signal
WIFI-520713,[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201]WRT tool show WLAN error code 5002 with 04444 assert,FW->PHY,69,[COMPONENT=FW->PHY] [Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201]WRT tool show WLAN error code 5002 with 04444 assert
WIFI-524564,HP 3LS - SIP123857 - EB840G6(Crescent14 PRO 1.0) / Jabil / GC / Disconnect and Low transmit rate issue on Intel Ax2xx WLAN card / PC APJ,FW->PHY,69,[COMPONENT=FW->PHY] HP 3LS - SIP123857 - EB840G6(Crescent14 PRO 1.0) / Jabil / GC / Disconnect and Low transmit rate issue on Intel Ax2xx WLAN card / PC APJ
WIFI-542463,[GaP2][GfP2] MIMO2 value at DRTU Regulatory Power Limits Table,FW->PHY,69,[COMPONENT=FW->PHY] [GaP2][GfP2] MIMO2 value at DRTU Regulatory Power Limits Table
WIFI-599940,[WiFi]Disconnection on missed beacons occurs even if RX fata frames is received,FW->PHY,69,[COMPONENT=FW->PHY] [WiFi]Disconnection on missed beacons occurs even if RX fata frames is received
WIFI-627277,[Lenovo_ThinkPad][Field_issue][AX201]HSBC end-users complain that frequent WiFi roaming significantly affects the customer experience.,FW->PHY,69,[COMPONENT=FW->PHY] [Lenovo_ThinkPad][Field_issue][AX201]HSBC end-users complain that frequent WiFi roaming significantly affects the customer experience.
WIFI-636094,[ASUS][RPL][AX211][FX608JP] SAR tool shows failure in the test of AX211,FW->PHY,69,[COMPONENT=FW->PHY] [ASUS][RPL][AX211][FX608JP] SAR tool shows failure in the test of AX211
WIFI-638997,16/17Z90TR + BE201 wifi issue with event ID 5002 (AP : ASUS GT-AXE11000),FW->PHY,69,[COMPONENT=FW->PHY] 16/17Z90TR + BE201 wifi issue with event ID 5002 (AP : ASUS GT-AXE11000)
WIFI-671875,"[Lenovo][LCFC][Thinkbook 16P Gen5 IRX]the network show""Cant connect to this network"" and assert 0x84 & 0x20000066",FW->PHY,69,"[COMPONENT=FW->PHY] [Lenovo][LCFC][Thinkbook 16P Gen5 IRX]the network show""Cant connect to this network"" and assert 0x84 & 0x20000066"
WIFI-725436,"[Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][25H2][FVT][BE211]Both the host and EUT sides will be fined 5002_FW_ASSERT after the machine connects to the 6G network and shares the 5G hotspot, 3/3Units, 3/3cycles",FW->PHY,69,"[COMPONENT=FW->PHY] [Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][25H2][FVT][BE211]Both the host and EUT sides will be fined 5002_FW_ASSERT after the machine connects to the 6G network and shares the 5G hotspot, 3/3Units, 3/3cycles"
WIFI-729021,[LG][16Z90U][PTL/BE211/Win11 24H2] WiFi Yellow Bang(error code 10) occurs,FW->PHY,69,[COMPONENT=FW->PHY] [LG][16Z90U][PTL/BE211/Win11 24H2] WiFi Yellow Bang(error code 10) occurs
WIFI-730512,[Samsung][MTL][GfP2][P250708-05271] System cant found 6Ghz mobile hotspot.,FW->PHY,69,[COMPONENT=FW->PHY] [Samsung][MTL][GfP2][P250708-05271] System cant found 6Ghz mobile hotspot.
WIFI-750602,[Lenovo][Kailash][PTL/BE211][25H2]wifi cannot search & connect specific AP,FW->PHY,69,[COMPONENT=FW->PHY] [Lenovo][Kailash][PTL/BE211][25H2]wifi cannot search & connect specific AP
WIFI-750665,[Honor][FermatB][ARL][AX201][High probability]WiFi 5002 assert and abnormal disc,FW->PHY,69,[COMPONENT=FW->PHY] [Honor][FermatB][ARL][AX201][High probability]WiFi 5002 assert and abnormal disc
WIFI-755302,[Samsung][LNL][BE201][P250910-03659] P2P Pairing Failure After Provisioning,FW->PHY,69,[COMPONENT=FW->PHY] [Samsung][LNL][BE201][P250910-03659] P2P Pairing Failure After Provisioning
WIFI-772660,[Samsung][PTL][BE211][P251002-02293] The system can find the 6GHz mobile hotspot even when the systems MCC is set to an unavailable country.,FW->PHY,69,[COMPONENT=FW->PHY] [Samsung][PTL][BE211][P251002-02293] The system can find the 6GHz mobile hotspot even when the systems MCC is set to an unavailable country.
WIFI-776963,[Samsung][PTL][BE211][Venus6-16][P251028-08827] Drop WiFi Connection.,FW->PHY,69,[COMPONENT=FW->PHY] [Samsung][PTL][BE211][Venus6-16][P251028-08827] Drop WiFi Connection.
WIFI-778110,[Lenovo][Huaqin][PTL][BE213][S511_14_16]BT YB due to wifi assert 0x4444,FW->PHY,69,[COMPONENT=FW->PHY] [Lenovo][Huaqin][PTL][BE213][S511_14_16]BT YB due to wifi assert 0x4444
WIFI-812019,[Honor][Luxshare][ZhuqueC&XuanwuC][WiFi][AX211]The TIS is abnormal when the OTA test is in Channel 149-165,FW->PHY,69,[COMPONENT=FW->PHY] [Honor][Luxshare][ZhuqueC&XuanwuC][WiFi][AX211]The TIS is abnormal when the OTA test is in Channel 149-165
WIFI-817651,[Honor][LUX][NvwaB][WiFi][AX211][25H2]The wifi device YB error code 10 after resume from S4(FR:1/units),FW->PHY,69,[COMPONENT=FW->PHY] [Honor][LUX][NvwaB][WiFi][AX211][25H2]The wifi device YB error code 10 after resume from S4(FR:1/units)
WIFI-822842,[Honor][LUX][NvwaB][RPL][AX211][WiFi]The wifi disconnect and cant research the wifi,FW->PHY,69,[COMPONENT=FW->PHY] [Honor][LUX][NvwaB][RPL][AX211][WiFi]The wifi disconnect and cant research the wifi
WIFI-828629,[VAIO][PTL][BE211][TPT][sensing enable][low reproduce rate] WiFi throughput is slow when runnning on battery power with WiFi Sensing Enabled,FW->PHY,69,[COMPONENT=FW->PHY] [VAIO][PTL][BE211][TPT][sensing enable][low reproduce rate] WiFi throughput is slow when runnning on battery power with WiFi Sensing Enabled
WIFI-830753,[Honor][LUX][NvwaC][ARL-HX][AX211]The wifi cant get internet,FW->PHY,69,[COMPONENT=FW->PHY] [Honor][LUX][NvwaC][ARL-HX][AX211]The wifi cant get internet
WIFI-831588,[Dell][Wistron][Blade16 PTL] BE211 / BE213 lost one seconds during normal use in OS,FW->PHY,69,[COMPONENT=FW->PHY] [Dell][Wistron][Blade16 PTL] BE211 / BE213 lost one seconds during normal use in OS
WIFI-858002,[Samsung][PTL][BE211]Wi-Fi Performance Degradation on 6GHz Band during USB Device Connection,FW->PHY,69,[COMPONENT=FW->PHY] [Samsung][PTL][BE211]Wi-Fi Performance Degradation on 6GHz Band during USB Device Connection
WIFI-863552,[Dell_Compal]Intel Wi-Fi BE201 wireless performance is too low on Bolan LNL 14(PA14250),FW->PHY,69,[COMPONENT=FW->PHY] [Dell_Compal]Intel Wi-Fi BE201 wireless performance is too low on Bolan LNL 14(PA14250)
WIFI-879521,[DELL][PTL][WHP]Yukon 13 2in1 (P208G)_Sensor Power is greater than SAR settings,FW->PHY,69,[COMPONENT=FW->PHY] [DELL][PTL][WHP]Yukon 13 2in1 (P208G)_Sensor Power is greater than SAR settings
WIFI-881306,[Dynabook][PTL]DRTU Wifi/sinewave cant keep transmitting(BE211),FW->PHY,69,[COMPONENT=FW->PHY] [Dynabook][PTL]DRTU Wifi/sinewave cant keep transmitting(BE211)
WIFI-885455,[lenovo_ptl_paris] BSOD 9F (Netwaw18_IMAGE_pci.sys) occurred in MFG,FW->PHY,69,[COMPONENT=FW->PHY] [lenovo_ptl_paris] BSOD 9F (Netwaw18_IMAGE_pci.sys) occurred in MFG
WIFI-887892,"[Lenovo][Huaqin][PTL][BE213][S511_14_16]5002 event occur during warmboot test. Total BE213 SKU FR1/5UUTs,90/1500cycles,Fail unit FR:90/300cycles",FW->PHY,69,"[COMPONENT=FW->PHY] [Lenovo][Huaqin][PTL][BE213][S511_14_16]5002 event occur during warmboot test. Total BE213 SKU FR1/5UUTs,90/1500cycles,Fail unit FR:90/300cycles"
WIFI-105180,[Huawei][Quanta][BohrD][TGL-U][AX201][20H1][WiFi][804783154] Can connect wifi AP but hardly to access the Internet (Assert 0xC/0x8516),FW->Data Path,61,[COMPONENT=FW->Data Path] [Huawei][Quanta][BohrD][TGL-U][AX201][20H1][WiFi][804783154] Can connect wifi AP but hardly to access the Internet (Assert 0xC/0x8516)
WIFI-122382,[Samsung][Mars-13][QuickShare] Question about retransmission during file transferring via quick share.,FW->Data Path,61,[COMPONENT=FW->Data Path] [Samsung][Mars-13][QuickShare] Question about retransmission during file transferring via quick share.
WIFI-127249,"[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]WIFi6 2.4G test Rx, WiFi speed cannot recover after BT",FW->Data Path,61,"[COMPONENT=FW->Data Path] [Huawei][Wingtech][CurieM][AMD Cezanne][AX200][20H2]WIFi6 2.4G test Rx, WiFi speed cannot recover after BT"
