technology_key,ips_title,predicted_category,jira_title
bt,BLE Device will auto disconnected when system idle.,Connectivity,BT PLDR high ratio puts WIFI on the red zone
bt,[Lenovo ThinkPad JP/LCFC][Alloy/S990/LNL/FmP][PCIe] Bluetooth device lost while playing video [BC_EXC_LP_RUN_ERROR/SC_WATCHDOG_ON_BC_LC],Connectivity,BT fatal exception when S4 stress test overnight (1/400) - BC_EXC_UNEXPECTEDLY_ALLOCATED_BUFFER
bt,System exception with invalid dump - BC_EXC_LP_RUN_ERROR,BSOD,"Quick Share search nearby devices, no LE ADV reported from BT controller for sometime."
bt,System exception after ending teams call,Connectivity,"The Unit shows Item Not Found"" when copy file from the shared folder via PAN.  (BC_EXC_LP_TX_RX_DOWN_TO_ERROR)"
bt,BT device lost during S0 idle. (FR: overnight),Connectivity,"BT FW exception when make BT scan with SMONO feature (LC_Complex 0x08 , error code 09 07 )"
bt,Headset has disconnection while playing streaming in voice call.,Connectivity,BT device lost in S4 cycling test ( Fast startup)
bt,BT Device Disappear CS+Wifi AP connected,Connectivity,CFE UX lab has exception during daily verification.
bt,0x9F BSOD occurs after unplug dock then let unit enter S5.,BSOD,"[Lenovo-IdeaPad/LCFC][S5x0-16pro_BE/ARL_H/BE201/AX203] The Unit shows ""Item Not Found"" when copy file from the shared folder via PAN. [Connection Rejected Due To Security Reasons]"
bt,[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] LE Headset has disconnection and can not have reconnection from laptop [LMP Response Timeout],Connectivity,LE mouse failed to connect through SwiftPair
bt,[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] Headset and HID devices have abnormal disconnection. [BC_EXC_LP_TX_RX_DOWN_TO_ERROR],Connectivity,"DUT receive few LE adv extension packets from mobile phone compared with with other mobile devices( Still scannable, just may take little longer)"
software,Theme of Wifi Credential Prompter is not follow ICPS theme setting,ICPS,OS will auto reconnect headset if remote device terminate PC connection with reason 0x14
software,Event says iHS is not available although it is,Killer,Occasionally host route the headset over Classic audio
software,"Toggling on ""Only show authorized networks"" causes app to crash - rarely",Killer,Random recoverable asserts occur during normal usage
software,WiFi network is displayed as connected network although its not connected,Killer,Host disconnects headset LE ACL after paired to the PC
software,Many events for no_internet and no_wifi,Killer,Teams call and mouse clicks during S0
software,"HS connects, disconnects, and reconnects within seconds after clicking HS row in ICPS",ICPS,Observed FATAL Exception LC_EXC_LE_GET_TX_BUF_JOB_PTR_NULL (FR: Happen Once)
software,Takes too long to connect to HS after returning from sleep,Killer,remote BLE devices connection timeout disconnection (FR: 3 times out of 4 days test.)
software,"Missing ""RTP_SESSION_INTERRUPTED"" part of the event when user is in a call",Killer,[CFE Internal][Lenovo][LNL/FmP/24H2][PCIe] Fatal exception during Playback and Mouse click.  [LC_ERR_SCH_CURR_NEXT_JOB_INDXBC_SAME]
software,Background color of the AP item not changing when theme is being changed,Killer,S4 test - BT lost with Error! DMA failed. (FR 1/20) - SC_EXC_UNHANDELED_EXTERNAL_EXCEPTION / LC_EXC_TX_RETRV_PKT_HDR_JOB_PTR_NULL
software,Event is Delayed After Network Loss,Killer,"The Unit shows Item Not Found"" when copy file from the shared folder via PAN."
software,Higher power adder and frequent ICPS activities when Wifi is turned off,ICPS,BIOS hang during post - Fix the Hang issue in BTVndDrivier
software,"- ""Connected Network Change"" Event isnt triggered upon actual Wi-Fi link-loss",Killer,Fatal Exception 0x1B00 (BC_EXC_UNEXPECTEDLY_ALLOCATED_BUFFER) while doing S4 + classic headset music playback test
software,System event log report an error: Intel Connectivity Network Service:16 during Hibernation Functional Test.,Killer,: BIS#1 sending empty packets while broadcast streaming with 24_1 config
software,"Missing prompt of ""Intel Computing Improvement Program"" after ICPS first launch",ICPS,23.130 BT driver fail to support BIOS tool and ANT tool together on BT PPAG feature
software,ICM does not launch when the ICM application is minimized to the system tray,Killer,"Accessory supporting ""render only"", switch to recording tab end up no sound"
software,Coverity - CID 4121914 Call to a debugger API,Killer,UI not responsive after disconnect reconnect BT HID
software,Network Service returning wrong BandwidthControl_Enabled user.xml setting after Hibernate/Sleep,Killer,: Audio glitch + mouse lag when connected 3 LE devices + 1 BR/EDR connection in conjested environment
software,The items below need to be aligned with the text above on DoubleShot Pro Page.,Killer,: Host issue HCI_LE_Remove_CIG before CIS disconnection
software,".exe installer of  v.40.25.1010.1814-  The ""Killer Performance Suite"" failed to be updated from 40.25.905.1721 and is missing in Device Manager",Killer,Observing Fatal Exception On BC Complex with Error 14 00 (BC_EXC_LP_RUN_ERROR) on 23.130Rev1
software,No recommendation triggered when saved network is lost if saved network is mobile hotspot,Killer,1st time pairing is slow(23s+) - compare with Qualcomm solution (~18s)- Gap:5s
software,ICPS Fails to Recognize Active Call After Network Reconnection,ICPS,Voice call and LE Mouse clicking observe connection timeout on 23.130.0.1.
software,Missing HS row after onboarding in MPA,Killer,BIOS hang during post - To Root cause
software,ICPS UI displays during OOBE,ICPS,Voice call and LE Mouse clicking observe connection timeout on 23.120.0.4.
software,Delay in showing No connected network found after attenuation,Killer,BIOS hang during post when UEFI BT enabled
software,HS doesnt connect (via ICPS/MPA) when HS is off,ICPS,Music streaming and LE Mouse clicking observe connection timeout at BLE headset on 23.120.0.4.
software,WLAN Module (GfP2) of WDI driver can enable VR Mode with C19 Spin1,Killer,Observe connection timeout at BR/EDR headset on 23.120.0.4.
software,Sidebar icons cut off when resizing app window,Killer,HP InstaDock - DUT cant be woken from the S4 state with fail rate
software,No indication in the cli when connecting or disconnecting to AP,Killer,platform do not follow 500ms interval to send InstaDock TX BT beacon
software,Networks list is empty while PC is connected to AP,Killer,CFE lab found FATAL exception on 23.120 rev3 - OS_EXC_MSG_ALLOC_INT_ALLOC_FAIL
software,Build configuration for Lenovo IdeaPad/ThinkPad and HP,Killer,Mouse click during Voice call or streaming. (Anchor bug: BT-314343)
software,Build configuration for Lenovo and Dell,Killer,Fatal exception occurred during device wake up_LC_ERR_CQDH_PERFORM_MEAS_PLINK_NULL
software,Missing SpP2 HW ID,Killer,[Lenovo ThinkPad JP/LCFC][Thames2/Mersey2/LNL/BE201][BE] Intel Bluetooth device lost after teams call. [A2dp FIFO flush/SC_ERR_FREE_BLOCK_FAILS]
software,Bit rate is not as expected rate,Killer,BSOD 0x9F (ibtpci) encountered during Memory Stress Test on Thames-2 BE with 23.110.0.4 and verifier = ENABLED (5/18 units) - Registry access blocked by NTFS PageFault
software,"Open Settings -> Accessibility -> Text size and switch to 200%. The text, icons, and other elements on various pages within the Intel Connectivity Performance Suite app do not change.",Killer,CFE lab BT lost on 23.120 rev3 - LC_EXC_LE_GET_TX_BUF_JOB_PTR_NULL
software,Intel Connectivity Network Service is causing the ipv6 flowtable attribute set to 0,Killer,CFE lab BT lost on 23.120 rev3 - LC_EXC_TX_RETRV_PKT_HDR_JOB_PTR_NULL
software,The network performance and slowness issues are observed when ICPS is enabled,ICPS,BT SAR table in bios ACPI code problem
software,No Global idle event received to make ICPS.exe and IDBWM enter power save in idle testing.,ICPS,LC_ERR_SCH_NO_JOB_PROGRAMMED Recoverable disconnect observed in Teams Call
software,Missing CustomizeUninstallFirstRun.exe in ICPS component driver,ICPS,[Lenovo ThinkPad JP/LCFC][Thames2/Mersey2/LNL/BE201][BE SVT][PCIe] Intel Wireless Bluetooth YB (Code43) during MS [Unexpected D3]
software,No RecommendConnect after MPA relaunches with no available network,Killer,Audio mutes for a brief 3-4 secs during a youtube music streaming scenario
software,Popup appears when opening ICPS from tray,ICPS,ABS  - 0x139_a_GUARD_ICALL_CHECK_FAILURE_ibtpci!WlanInterfaceDereference While Device Not in Use
software,Connecting AP information is not displayed on settings.,Killer,BT lost when running Winpvt-Hibernation Focus - Exception in Clib_Memcpy()
software,ICPS Recommendation Delayed After Wake From Sleep ( Specific machine ),ICPS,Device disappear due to exception_BC_EXC_LP_RUN_ERROR
software,New vulnerable component in C20 - libpng 1.6.40,Killer,Dell LE headset disconnected after MS resume in 5 mins
software,#NAME?,Killer,Mouse disconnection due to fatal exception_BC_EXC_LP_TX_RX_DOWN_TO_ERROR
software,#NAME?,Killer,Fatal exception during music streaming_SC_EXC_UNHANDELED_EXTERNAL_EXCEPTION
software,UI issues Network Health tab,Killer,Airpods Pro2 has connection timeout during playback or teams call.
software,App exit missing internal cleanups,Killer,Abnormal disconnection and connection failure.
software,Coverity - CID 4014164 Uninitialized scalar variable,Killer,System exception on BT fw
software,Coverity - CID 4014163 Uninitialized scalar field,Killer,BLE Device will auto disconnected when system idle.
software,Intel Killer not showing E3000 driver installer,Killer,[Lenovo ThinkPad JP/LCFC][Alloy/S990/LNL/FmP][PCIe] Bluetooth device lost while playing video [BC_EXC_LP_RUN_ERROR/SC_WATCHDOG_ON_BC_LC]
software,Intel Killer pop showing every time system boots,Killer,System exception with invalid dump - BC_EXC_LP_RUN_ERROR
software,Coverity - CID 4014500:  Dereference null return value,Killer,System exception after ending teams call
software,Coverity - CID 4014499:  Dereference null return value,Killer,BT device lost during S0 idle. (FR: overnight)
software,Coverity - CID 4014498:  Dereference before null check,Killer,Headset has disconnection while playing streaming in voice call.
software,ICPS is not able to launch after quitting ICPS from system tray,ICPS,BT Device Disappear CS+Wifi AP connected
software,Mutiple ICPS is launched from system tray after reboot,ICPS,0x9F BSOD occurs after unplug dock then let unit enter S5.
software,Frequent spin lock in IntcCo11X64,Killer,[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] LE Headset has disconnection and can not have reconnection from laptop [LMP Response Timeout]
software,"""SKYSEA Client View"" is not working smoothly due bad network performance when ICPS is running",ICPS,[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] Headset and HID devices have abnormal disconnection. [BC_EXC_LP_TX_RX_DOWN_TO_ERROR]
software,Killer ISO - Master - Intel Network Helper Service unable to load plugin dlls after nuget pkg update to 1.0.3,Killer,Theme of Wifi Credential Prompter is not follow ICPS theme setting
software,[Killer 4[ Killer ISO - Delay in Intel Network Helper service shut down,Killer,Event says iHS is not available although it is
software,Missing AX211 support to ICPS on PTL,ICPS,"Toggling on ""Only show authorized networks"" causes app to crash - rarely"
software,ICPS will show notification popup about enabling location service after OOBE in 2 mins,ICPS,WiFi network is displayed as connected network although its not connected
software,Coverity - CID 4015643: Structurally dead code,Killer,Many events for no_internet and no_wifi
software,"No telemetry data in the cloud for the events 36,460,20",Killer,"HS connects, disconnects, and reconnects within seconds after clicking HS row in ICPS"
software,"""Reset to default"" keeps acm enabled",Killer,Takes too long to connect to HS after returning from sleep
software,Coverity - CID 4017028 Dereference null return value,Killer,"Missing ""RTP_SESSION_INTERRUPTED"" part of the event when user is in a call"
software,Coverity - CID 4017204 Unchecked return value,Killer,Background color of the AP item not changing when theme is being changed
software,Coverity - CID 4017207 Unchecked return value,Killer,Event is Delayed After Network Loss
software,Coverity - CID 4017203 Structurally dead code,Killer,Higher power adder and frequent ICPS activities when Wifi is turned off
software,Coverity - CID 4017201 Unsigned compared against 0,Killer,"- ""Connected Network Change"" Event isnt triggered upon actual Wi-Fi link-loss"
software,Coverity - CID 4017202 Unsigned compared against 0,Killer,System event log report an error: Intel Connectivity Network Service:16 during Hibernation Functional Test.
software,Coverity - CID 4017205 Unsigned compared against 0,Killer,"Missing prompt of ""Intel Computing Improvement Program"" after ICPS first launch"
software,Coverity - CID 4017206 Unsigned compared against 0,Killer,ICM does not launch when the ICM application is minimized to the system tray
software,Coverity - CID 4017029 Resource leak,Killer,Coverity - CID 4121914 Call to a debugger API
software,ICPS display is dark when windows theme is light (or vice versa),ICPS,Network Service returning wrong BandwidthControl_Enabled user.xml setting after Hibernate/Sleep
software,Coverity - CID 4018736 Untrusted loop bound,Killer,The items below need to be aligned with the text above on DoubleShot Pro Page.
software,Coverity - CID 4018735 Wrong operator used,Killer,".exe installer of  v.40.25.1010.1814-  The ""Killer Performance Suite"" failed to be updated from 40.25.905.1721 and is missing in Device Manager"
