jira_id,ips_title,jira_component,human_category,label_source,pseudo_confidence,sample_weight,feature_text
BT-317973,[HP][Wistron][25C1_Turbine_LNL][BT over USB][FmP2][Win11 24H2 Build 26100.3037] [SBHBTW126523_23.110.1.2G] SUT encounter BSOD 0x9f while running Winpvt Hibernate Focus. (FR: 1/25),Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [HP][Wistron][25C1_Turbine_LNL][BT over USB][FmP2][Win11 24H2 Build 26100.3037] [SBHBTW126523_23.110.1.2G] SUT encounter BSOD 0x9f while running Winpvt Hibernate Focus. (FR: 1/25)
WIFI-103875,[Xiaomi][A30/31][AX201]Connection failure or abortion happen frequently while connecting to the CH149 AP that is created using PIE APIs,WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Xiaomi][A30/31][AX201]Connection failure or abortion happen frequently while connecting to the CH149 AP that is created using PIE APIs
WIFI-337736,[WW35-WW39][Samsung][MTL-H][Venus4-16][WLAN]Longrun ATO WLAN YB issues,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [WW35-WW39][Samsung][MTL-H][Venus4-16][WLAN]Longrun ATO WLAN YB issues
WIFI-749263,[Lenovo][Kailash][PTL/BE211][25H2]wifi cannot connect with MLO with wpa2/wpa3,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Lenovo][Kailash][PTL/BE211][25H2]wifi cannot connect with MLO with wpa2/wpa3
BT-247163,[Samsung][Win10]BT LE mouse stop working after upgrade BT driver with INF file,FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Transport] [Samsung][Win10]BT LE mouse stop working after upgrade BT driver with INF file
WIFI-122382,[Samsung][Mars-13][QuickShare] Question about retransmission during file transferring via quick share.,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [Samsung][Mars-13][QuickShare] Question about retransmission during file transferring via quick share.
WIFI-94356,[Huawei][Quanta][WrightD][TGL-U][AX201][20H2][WiFi][804689231]Wifi auto disconnected after ping internet for a while.,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [Huawei][Quanta][WrightD][TGL-U][AX201][20H2][WiFi][804689231]Wifi auto disconnected after ping internet for a while.
WIFI-423683,[Lenovo-IdeaPad][LNL][FmP2][YogaS990 FVT]sometimes ping fail during S4 stress test,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Lenovo-IdeaPad][LNL][FmP2][YogaS990 FVT]sometimes ping fail during S4 stress test
WIFI-231094,"[HUAWEI][Wingtech][DiracR][ADL-M][AX201[WiFi][21H2] WLAN switches from the 2.4G channel to 5G, PC cannot obtain the IP address",FW->MVM,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW->MVM] [HUAWEI][Wingtech][DiracR][ADL-M][AX201[WiFi][21H2] WLAN switches from the 2.4G channel to 5G, PC cannot obtain the IP address"
WIFI-677488,[HP][IEC] - NA[Masada][LNL][Fmp2-BE201][Win11 24H2]WIFI 7 blocked SW Drips 0,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [HP][IEC] - NA[Masada][LNL][Fmp2-BE201][Win11 24H2]WIFI 7 blocked SW Drips 0
WIFI-356402,[Lenovo/Commercial][LCFC][MTL][ax211][Yoga pro9] new SRRC enable failed on Lenovo Platform,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Lenovo/Commercial][LCFC][MTL][ax211][Yoga pro9] new SRRC enable failed on Lenovo Platform
BT-107764,intel advertisement interface debug: enable filter failed,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] intel advertisement interface debug: enable filter failed
BT-77293,[Xiaomi][MIUI+]Connection Rejected due to security reasons between Xiaomi Pad and PC,FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Xiaomi][MIUI+]Connection Rejected due to security reasons between Xiaomi Pad and PC
WIFI-627221,[Lenovo-Ideapad][Hetian2][ARL H][24H2][FmP2] BSOD point to Netwaw16.sys during WIFI idle,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Lenovo-Ideapad][Hetian2][ARL H][24H2][FmP2] BSOD point to Netwaw16.sys during WIFI idle
WIFI-887892,"[Lenovo][Huaqin][PTL][BE213][S511_14_16]5002 event occur during warmboot test. Total BE213 SKU FR1/5UUTs,90/1500cycles,Fail unit FR:90/300cycles",FW->PHY,Performance,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW->PHY] [Lenovo][Huaqin][PTL][BE213][S511_14_16]5002 event occur during warmboot test. Total BE213 SKU FR1/5UUTs,90/1500cycles,Fail unit FR:90/300cycles"
WIFI-611216,[Lenovo][HQ][LNL][C710][BE201]Linkspeed drop with drivers 23.120.0.3 when connected to AP with160M bandwidth (F/R: 3/3 UUTs; 30/30 Cycles),WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Lenovo][HQ][LNL][C710][BE201]Linkspeed drop with drivers 23.120.0.3 when connected to AP with160M bandwidth (F/R: 3/3 UUTs; 30/30 Cycles)
WIFI-623947,[Honor][Huaqin][DarwinB][ARL][AX211][WiFi]The assert cause wifi disconnect,FW->MVM,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->MVM] [Honor][Huaqin][DarwinB][ARL][AX211][WiFi]The assert cause wifi disconnect
WIFI-693271,[ASUS CCBU][ADL][BR1402FGA][AX201&AX211][v23.130.0.3 & 23.140.0.3] Intel WIFI will show Yellow bang after using for a while.,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [ASUS CCBU][ADL][BR1402FGA][AX201&AX211][v23.130.0.3 & 23.140.0.3] Intel WIFI will show Yellow bang after using for a while.
WIFI-337269,[MSFT][Huntington Beach] Tx output power does not match regulatory report when setting MCC CA 5G,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [MSFT][Huntington Beach] Tx output power does not match regulatory report when setting MCC CA 5G
WIFI-286487,[jinke][WIFI][Huawei][MendelF][Intel ADL][PVT2]PC can not connect to any hotspot anymore since a suddenlly disconnection,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [jinke][WIFI][Huawei][MendelF][Intel ADL][PVT2]PC can not connect to any hotspot anymore since a suddenlly disconnection
WIFI-134764,[Huawei][Quanta][KelvinD][TGL-U][AX201][Wifi][20H2][805003742] Wifi device show yellow bang(code 31) during surfer internet.,FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Infra] [Huawei][Quanta][KelvinD][TGL-U][AX201][Wifi][20H2][805003742] Wifi device show yellow bang(code 31) during surfer internet.
BT-242267,BSOD 0xC4 on ibtpci.sys encountered after S0i3/S4/R Longrun test,Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] BSOD 0xC4 on ibtpci.sys encountered after S0i3/S4/R Longrun test
WIFI-725449,[Dynabook]BSOD(UNEXPECTED_KERNEL_MODE_TRAP) happened during WLAN load test,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Dynabook]BSOD(UNEXPECTED_KERNEL_MODE_TRAP) happened during WLAN load test
WIFI-174377,[Samsung-Vesta] connection fail to Anritsu MT8862A at 6GHz WPA3 security,3rd Party->AP,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party->AP] [Samsung-Vesta] connection fail to Anritsu MT8862A at 6GHz WPA3 security
WIFI-759100,[HP][Quanta]-[Trekker][ARL-H][Win11 24H2] WLAN lost and showed YB during Prime95k with WIFI connected.(BE201),TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [HP][Quanta]-[Trekker][ARL-H][Win11 24H2] WLAN lost and showed YB during Prime95k with WIFI connected.(BE201)
WIFI-397604,[Samsung][MTL][AX211][P240312-05823] P2P Pairing Failure with Samsung Phone - Potential Advertisement Issue,WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][MTL][AX211][P240312-05823] P2P Pairing Failure with Samsung Phone - Potential Advertisement Issue
WIFI-816184,[Dell][Oasis_MTL][BE200] Blackscreen w/ dump stop code:0x9F with latest wifi driver:23.150.0.4,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Dell][Oasis_MTL][BE200] Blackscreen w/ dump stop code:0x9F with latest wifi driver:23.150.0.4
BT-56390,[Lenovo ThinkPad JP][jaguar_2_panther_2][ADL-P][Bluetooth] SLP_S0 not asserted caused by BT driver,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [Lenovo ThinkPad JP][jaguar_2_panther_2][ADL-P][Bluetooth] SLP_S0 not asserted caused by BT driver
WIFI-188545,[Lenovo Thinkpad JP][Alderlake][Jaguar2/Panther2][GarfieldPeak2][Win10/Win11] 11ac-5Ghz Wifi performance is lower in DC mode compared to AC mode when using Netgear R9000 AP model,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [Lenovo Thinkpad JP][Alderlake][Jaguar2/Panther2][GarfieldPeak2][Win10/Win11] 11ac-5Ghz Wifi performance is lower in DC mode compared to AC mode when using Netgear R9000 AP model
WIFI-318638,[Samsung][GaP2] DRTU Error happened when DRTU did Tx stop,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [Samsung][GaP2] DRTU Error happened when DRTU did Tx stop
BT-160158,[S170IGL-9560]Bluetooth-LEExtendedAdvertising (Development and Integration) fail,FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_LE] [S170IGL-9560]Bluetooth-LEExtendedAdvertising (Development and Integration) fail
WIFI-412917,[Lenovo][DT][Phone2PC APP][CML][AX201]P2P connection fail with phone,WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Lenovo][DT][Phone2PC APP][CML][AX201]P2P connection fail with phone
WIFI-426929,"[Dell][Compal][Bolan13/14_LNL_EVT]WLAN device will show YB in Device Manager after resume from S4/CB/WB with ME provision. (F/R:2/2U,8/18T)",WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->System flows] [Dell][Compal][Bolan13/14_LNL_EVT]WLAN device will show YB in Device Manager after resume from S4/CB/WB with ME provision. (F/R:2/2U,8/18T)"
BT-69628,"(Copy Of 00681655) [HONOR][HUAQIN][HiggsF][NB5550B][ADL][AX211][WIN11][BT] The Bluetooth device will be auto change to ""Paired"". (Huawei Freelace)",FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Protocol -> ACL_BR_EDR] (Copy Of 00681655) [HONOR][HUAQIN][HiggsF][NB5550B][ADL][AX211][WIN11][BT] The Bluetooth device will be auto change to ""Paired"". (Huawei Freelace)"
WIFI-752292,[Foxconn][HP][Mentali-HX][RPL-HX][DT] -AX211 5/6 GHz TX limited to 900 Mbps on Mentali_HX,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Foxconn][HP][Mentali-HX][RPL-HX][DT] -AX211 5/6 GHz TX limited to 900 Mbps on Mentali_HX
WIFI-333115,"[Huawei][Quanta][H9UR][CurieG][AX211][22H2][WLAN][800162288]Create Multi-screen collaboration between PC and Pad by PC Manager, it will auto disconnect.",FW->MVM,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW->MVM] [Huawei][Quanta][H9UR][CurieG][AX211][22H2][WLAN][800162288]Create Multi-screen collaboration between PC and Pad by PC Manager, it will auto disconnect."
WIFI-287936,"[Huawei][Quanta][H9UR][CurieG][AX211][22H2][WLAN][BUG-20230216-66094] Huawei mobile phone  wirelessly casts the screen to the computer, click Search Device on the mobile phone's wireless screen projection but the blurred screen on the machine.",FW->PHY,Performance,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW->PHY] [Huawei][Quanta][H9UR][CurieG][AX211][22H2][WLAN][BUG-20230216-66094] Huawei mobile phone  wirelessly casts the screen to the computer, click Search Device on the mobile phone's wireless screen projection but the blurred screen on the machine."
WIFI-323854,"[Huawei][Quanta][H9UR][CurieG][AX211][22H2][WLAN][800136110]Close lid to enter MS, yellow mark appears when wake up.",System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=System->MAC] [Huawei][Quanta][H9UR][CurieG][AX211][22H2][WLAN][800136110]Close lid to enter MS, yellow mark appears when wake up."
WIFI-231718,"[Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][BUG-20220705-55362] Connected to a network 5G WiFi shows no network, and the obtained ip address is 169.254.212.172",FW->MVM,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW->MVM] [Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][BUG-20220705-55362] Connected to a network 5G WiFi shows no network, and the obtained ip address is 169.254.212.172"
WIFI-264143,"[Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][805804368_805811549_805815123_805828883] CurieF and mobile phone cooperate with Huawei multi-screen, softap is created in 2.4G",WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->WiFi Extensions] [Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][805804368_805811549_805815123_805828883] CurieF and mobile phone cooperate with Huawei multi-screen, softap is created in 2.4G"
WIFI-268488,"[Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][805836825] The 5G and 2.4G dual-band SSID set by the router, after connecting to the 5G frequency band,",WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->Connectivity] [Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][805836825] The 5G and 2.4G dual-band SSID set by the router, after connecting to the 5G frequency band,"
WIFI-230344,"[Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][805587920] CurieF and mobile phone cooperate with Huawei multi-screen, softap is created in 2.4G",WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->WiFi Extensions] [Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][805587920] CurieF and mobile phone cooperate with Huawei multi-screen, softap is created in 2.4G"
WIFI-321757,[Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][800126531] CurieF meet BSOD,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][800126531] CurieF meet BSOD
BT-102372,"[Huawei][Quanta][H9U][CurieF][AX211][21H2][BT][805761061] The encryption fails when the PC is connected to the mobile phone, and the HCI Encryption Change is not reported",FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Huawei][Quanta][H9U][CurieF][AX211][21H2][BT][805761061] The encryption fails when the PC is connected to the mobile phone, and the HCI Encryption Change is not reported"
WIFI-312614,"[Huawei][Quanta][H9RR][RolleG][AX201][22H2][WLAN][800099411] Cyclic pressure test fastboot, a yellow mark appears after a certain cycle of booting, error code 43",FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW->Infra] [Huawei][Quanta][H9RR][RolleG][AX201][22H2][WLAN][800099411] Cyclic pressure test fastboot, a yellow mark appears after a certain cycle of booting, error code 43"
WIFI-181887,[Huawei][Quanta][H99E][NobelF][AX201][21H2][WLAN] [AX201][PQC test_BSOD0x1e] One unit meet BSOD 1e,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Huawei][Quanta][H99E][NobelF][AX201][21H2][WLAN] [AX201][PQC test_BSOD0x1e] One unit meet BSOD 1e
WIFI-143301,"[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H1][WIFI][BUG-20210816-34064] After DUT S4 for a period of time and wakes up, the performance is abnormal when the WIFi65G frequency band 80MHZ/160MHz bandwidth",WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->Performance] [Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H1][WIFI][BUG-20210816-34064] After DUT S4 for a period of time and wakes up, the performance is abnormal when the WIFi65G frequency band 80MHZ/160MHz bandwidth"
BT-107255,"[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H1][BT][805790906]The chip does not reply to the HCI wendor command command, so that the PC cannot send out broadcasts!",FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Protocol -> ACL_LE] [Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H1][BT][805790906]The chip does not reply to the HCI wendor command command, so that the PC cannot send out broadcasts!"
WIFI-213603,[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][20H2][WIFI] Warmboot stress testing meet WLAN YB,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][20H2][WIFI] Warmboot stress testing meet WLAN YB
WIFI-143380,[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][20H2][WIFI][BUG-20210726-32430]  DUT Softap don't support 165 channel while set Malaysia,WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][20H2][WIFI][BUG-20210726-32430]  DUT Softap don't support 165 channel while set Malaysia
WIFI-119064,"[Huawei][Quanta][H98M][BohrB][AC9560/160MHz][20H2][WiFi][Sustaining] Dump existed after long run Coldboot test by STEP tool(Bugcheck:101, Netwtw10).",WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->System flows] [Huawei][Quanta][H98M][BohrB][AC9560/160MHz][20H2][WiFi][Sustaining] Dump existed after long run Coldboot test by STEP tool(Bugcheck:101, Netwtw10)."
WIFI-109409,"[Huawei][Quanta][BohrM/NobelM[Lucienne][AX200][20H2][WiFi][BUG-20210317-19929] Cannot swithc wifi AP from 2.4 to 5G after enable ""Random hardware address"" function in OS setting.",3rd Party->AP,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=3rd Party->AP] [Huawei][Quanta][BohrM/NobelM[Lucienne][AX200][20H2][WiFi][BUG-20210317-19929] Cannot swithc wifi AP from 2.4 to 5G after enable ""Random hardware address"" function in OS setting."
WIFI-272936,"[Huawei][MendelG][Intel RPL][DVT1]Huawei PC Manager is used for multi-screen collaborative connection, and collaboration fails",WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->WiFi Extensions] [Huawei][MendelG][Intel RPL][DVT1]Huawei PC Manager is used for multi-screen collaborative connection, and collaboration fails"
WIFI-282447,"[Huawei][MendelG][Intel RPL][DVT2]After Dut update os or bios and reboot,it can not reconnect to the original WIFI",WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->Connectivity] [Huawei][MendelG][Intel RPL][DVT2]After Dut update os or bios and reboot,it can not reconnect to the original WIFI"
WIFI-278271,[Huawei][MendelG][Intel RPL][DVT2]Crash of driver led to the yellow bang(43 error code),FW->MVM,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->MVM] [Huawei][MendelG][Intel RPL][DVT2]Crash of driver led to the yellow bang(43 error code)
WIFI-321671,"[HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]The wifi driver occured YB(43),and can recovery only by unplug/insert DC.",TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=TOP->FW] [HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]The wifi driver occured YB(43),and can recovery only by unplug/insert DC."
WIFI-309488,[HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]It occured wifi driver YB after connect wifi.,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]It occured wifi driver YB after connect wifi.
