row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
1989,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017029 Resource leak,KAPS: New KapsLogger throws an exception,Coverity - CID 4017029 Resource leak
1990,,Killer,ICPS,ICPS,override,ICPS,,ICPS display is dark when windows theme is light (or vice versa),WifiCredentialPrompter removing underscore,ICPS display is dark when windows theme is light (or vice versa)
1991,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4018736 Untrusted loop bound,Lenovo request us review the KCC OC UI description,Coverity - CID 4018736 Untrusted loop bound
1992,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4018735 Wrong operator used,Group connected state shows connected after AP disconnected,Coverity - CID 4018735 Wrong operator used
1993,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017208 Unsigned compared against 0,UI issues in MPA banner,Coverity - CID 4017208 Unsigned compared against 0
1994,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4020560 Data race condition,Hotspot jumps to second in the list after onboarding when PC connected to LAN,Coverity - CID 4020560 Data race condition
1995,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4018736 Untrusted loop bound,Hotspot icon takes ~10 seconds to change to phone icon,Coverity - CID 4018736 Untrusted loop bound
1996,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017029 Resource leak,Hotspot takes ~6 seconds to connect,Coverity - CID 4017029 Resource leak
1997,,ICPS,Killer,Killer,override,Killer,,Killer dashboard: Page content cannot be reached with arrows or tab,Unexpected IntelConnectService logs under windows/sys32/drivers/icps folder,Killer dashboard: Page content cannot be reached with arrows or tab
1998,,Killer,YB/Lost,,cue,"YB/Lost, Performance",,"Applications: Unable to increase or decrease value in ""Speed"" slider using keyboard.","Updating rules not staying in effect, resets on its own","Applications: Unable to increase or decrease value in ""Speed"" slider using keyboard."
2000,,Killer,Needs-Triage,,fallback,,,Statistics: All traffic categories content is not focused and announced,"""Download MPA"" banner is cut off in certain screen sizes",Statistics: All traffic categories content is not focused and announced
2001,,ICPS,Needs-Triage,,fallback,,,Game Fast: The same content is announced for each table row,"After uninstalling ICPS,  every time the user logs on, a popup appears, prompting the user to open a link of type icpslauncher",Game Fast: The same content is announced for each table row
2003,,Killer,Needs-Triage,,fallback,,,Game Fast: Focus indicator on Pause check boxes fails requirements,No failure popup when installing on Win10,Game Fast: Focus indicator on Pause check boxes fails requirements
2005,,ICPS,Needs-Triage,,fallback,,,CID 3907233: Uninitialized scalar variable (UNINIT),ICPS will show DCA notification popup about enabling location service after OOBE in 2 mins,CID 3907233: Uninitialized scalar variable (UNINIT)
2007,,Killer,Needs-Triage,,fallback,,,Coverity - CID 967173 Uncaught Exception,Dashboard: Insufficient color contrast between graphic elements,Coverity - CID 967173 Uncaught Exception
2008,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4016796 Uncaught Exception,Hotspot row doesnt appear according to Figma,Coverity - CID 4016796 Uncaught Exception
2009,,ICPS,Needs-Triage,,fallback,,,Coverity - CID 4016797 Uncaught Exception,If the ICPS Wix based installer executable is signed it fails to install,Coverity - CID 4016797 Uncaught Exception
2010,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4016801 Uncaught Exception,Incorrect description about Bluetooth connection behavior in help page of Bluetooth,Coverity - CID 4016801 Uncaught Exception
2011,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4016802 Uncaught Exception,Request to change Reset text for recommendations reset on settings page,Coverity - CID 4016802 Uncaught Exception
2012,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4016808 Uncaught Exception,Killer Overclocking - User is able to click on Start overclocking when OC or turboboost is disabled in BIOS,Coverity - CID 4016808 Uncaught Exception
2013,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4018079 Logically dead code,The SC font is different in certain words in Usage Detail tab,Coverity - CID 4018079 Logically dead code
2014,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4018080 Logically dead code,"On the Prioritization page, the ""Pinned"" indicator does not clearly distinguish pinned and unpinned items when using the Light theme",Coverity - CID 4018080 Logically dead code
2015,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4018081 Logically dead code,"On the Prioritization page, the Speed limiter bar behaves abnormally when clicking the Speed bar to decrease value",Coverity - CID 4018081 Logically dead code
2016,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4018082 Logically dead code,"On the Prioritization page, the ""Reset All"" button does not clearly indicate whether it has been clicked or not.",Coverity - CID 4018082 Logically dead code
2017,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4020596 Dereference after null check,Coverity - CID 4024701 Dereference before null check,Coverity - CID 4020596 Dereference after null check
2018,,Killer,OEM Tools,OEM Tools,override,OEM Tools,,Coverity - CID 4018737 Constant variable guards dead code,Elements overlap when running set-ready without ext-ver,Coverity - CID 4018737 Constant variable guards dead code
2019,,Killer,Needs-Triage,,fallback,,,Coverity - CID 3876602 Resource leak,"""Reset all"" button did not work correctly when ""Show inactive applications"" is enabled in Setting page",Coverity - CID 3876602 Resource leak
2020,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4018083 Uninitialized scalar variables,#NAME?,Coverity - CID 4018083 Uninitialized scalar variables
2021,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4020609 Uninitialized scalar field,Applications Page traffic graph Y axis text is cut off at the top of the panel sometimes,Coverity - CID 4020609 Uninitialized scalar field
2022,,ICPS,Connectivity,,cue,Connectivity,,Hard to see the message No Bluetooth devices have been found when Dark mode is selected.,The state of Bluetooth LE devices took longer time (few mins in worse case) to be synced between ICPS BT page and Windows BT setting,Hard to see the message No Bluetooth devices have been found when Dark mode is selected.
2025,,Killer,Needs-Triage,,fallback,,,Overclocking: Run Benchmark text fails minimum requirements,#NAME?,Overclocking: Run Benchmark text fails minimum requirements
2027,,Killer,Needs-Triage,,fallback,,,Application: Announced value for slider is different from the visible one,#NAME?,Application: Announced value for slider is different from the visible one
2028,,Killer,Connectivity,,cue,Connectivity,,Game Fast: Table headers are not associated with table rows.,"- Notification ""2.5 GHz Wi-Fi bands...""",Game Fast: Table headers are not associated with table rows.
2029,,Killer,Needs-Triage,,fallback,,,All setting: QR code instructions not focused and announced,"- ""Fake""/Trivial MLD (those with 1 link bss) are rendered UI as MLD when just the link bss is more correct",All setting: QR code instructions not focused and announced
2030,,Killer,Needs-Triage,,fallback,,,Applications: Graphic information conveyed by color only.,HS row doesnt update when its available or not,Applications: Graphic information conveyed by color only.
2031,,Killer,Needs-Triage,,fallback,,,Application Page - AppDomain name column text is centered,clientcli Reports HS Network Instead of Actual Connected Network,Application Page - AppDomain name column text is centered
2032,,ICPS,Needs-Triage,,fallback,,,UI doesnt open after installation,#NAME?,UI doesnt open after installation
2033,,ICPS,Needs-Triage,,fallback,,,"When Additional Network Selection Features is off, Enable AP selection will still be able to toggle after DUT reboot","ICPS UI app resizes when clicked on ""Enable Additional Network Selection Features""","When Additional Network Selection Features is off, Enable AP selection will still be able to toggle after DUT reboot"
2034,,ICPS,Connectivity,,cue,Connectivity,,New WifiCredentialPrompter is not translated,- ICPS Shows two rows for 5GHz band for AP on dev system,New WifiCredentialPrompter is not translated
2035,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017204 Unchecked return value (Line 447 Intentional),Initial bandwidth numbers very high,Coverity - CID 4017204 Unchecked return value (Line 447 Intentional)
2036,,ICPS,Connectivity,,cue,Connectivity,,New WifiCredentialPrompter is not able to show some special characters.,Frequent roaming observed during Teams meetings when ICPS is installed.,New WifiCredentialPrompter is not able to show some special characters.
2037,,Killer,ICPS,ICPS,override,"Connectivity, ICPS",,The ICPS Bluetooth page and the Windows OS Bluetooth page show inconsistencies,SSID and password remain editable in VR mode settings when VR mode is active.,The ICPS Bluetooth page and the Windows OS Bluetooth page show inconsistencies
2038,,Killer,Needs-Triage,,fallback,,,Missing description of AI application on prioritization on Help tab.,AppxStandaloneUtility.exe is unsigned,Missing description of AI application on prioritization on Help tab.
2039,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4021056 Unchecked return value,Bluetooth Device Management cant show Bluetooth LE devices (SONY Linkbuds S and Galaxy Buds2 Pro) correctly.,Coverity - CID 4021056 Unchecked return value
2040,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4021055 Logically dead code,"Ethernet E3100G - When selecting Only the ""Hardware Driver"" option, Killer 4.0 SW failed to install the driver via error code 1603",Coverity - CID 4021055 Logically dead code
2041,,ICPS,Needs-Triage,,fallback,,,Coverity - CID 3876602 Resource leak,Prechecks Failing in C17 ICPS builds,Coverity - CID 3876602 Resource leak
2042,,Killer,Needs-Triage,,fallback,,,Coverity - CID 4017029 Resource leak,Takes a few seconds for network list to appear after first launch,Coverity - CID 4017029 Resource leak
2043,,ICPS,Needs-Triage,,fallback,,,Coverity - CID 4017029 Resource leak,ICPS UI flashes briefly after OS login while running in the system tray,Coverity - CID 4017029 Resource leak
2044,,Killer,Needs-Triage,,fallback,,,Intel Network Helper Service isnt running after installation,UI MainWindow does not close on ExitApplication/Shutdown,Intel Network Helper Service isnt running after installation
2045,,ICPS,Needs-Triage,,fallback,,,"KAPS Cli: Network reconnects immediately after when running ""connect false"" API",Eligibility by CSME ICPS bit only works when running installer as admin,"KAPS Cli: Network reconnects immediately after when running ""connect false"" API"
2046,,Killer,Needs-Triage,,fallback,,,Coverity - CID 511060 Dereference after null check,Service EventViewer Information,Coverity - CID 511060 Dereference after null check
2047,,Killer,Needs-Triage,,fallback,,,KAPS: New KapsLogger throws an exception,Error message appears when upgrading from old wix installer to new wix installer when old app is in systray,KAPS: New KapsLogger throws an exception
2048,,Killer,Connectivity,,cue,Connectivity,,WifiCredentialPrompter removing underscore,Memory leakage (~65MB) of IntelConnect.exe process during long run testing,WifiCredentialPrompter removing underscore
2049,,ICPS,Needs-Triage,,fallback,,,Lenovo request us review the KCC OC UI description,ICPS - UI - Advanced settings UI Spacing and alignment,Lenovo request us review the KCC OC UI description
2050,,Killer,Connectivity,,cue,Connectivity,,Group connected state shows connected after AP disconnected,"HS shows unavailable UI when toggling on ""Only show authorized networks"" when HS isnt authorized",Group connected state shows connected after AP disconnected
2051,,Killer,Needs-Triage,,fallback,,,UI issues in MPA banner,Intel Network Helper Service isnt running after installation,UI issues in MPA banner
2052,,ICPS,Power Consumption,,cue,Power Consumption,,Hotspot jumps to second in the list after onboarding when PC connected to LAN,Memory leakage of ICPS_UI process during long run testing,Hotspot jumps to second in the list after onboarding when PC connected to LAN
2053,,Killer,System Hang,,cue,"System Hang, Power Consumption",,Hotspot icon takes ~10 seconds to change to phone icon,Memory leakage of ICNS process during long run testing,Hotspot icon takes ~10 seconds to change to phone icon
2054,,Killer,Power Consumption,,cue,Power Consumption,,Hotspot takes ~6 seconds to connect,"- Enabling ""Additional Network Selection Features"" toggle button stuck on ""Please wait"" screen for ~10 min, recovered after application restart.",Hotspot takes ~6 seconds to connect
2055,,Killer,ICPS,ICPS,override,ICPS,,Unexpected IntelConnectService logs under windows/sys32/drivers/icps folder,#NAME?,Unexpected IntelConnectService logs under windows/sys32/drivers/icps folder
2056,,Killer,Needs-Triage,,fallback,,,"Updating rules not staying in effect, resets on its own",#NAME?,"Updating rules not staying in effect, resets on its own"
2057,,ICPS,Needs-Triage,,fallback,,,GameFast never updates the Network Service on user checkbox click,#NAME?,GameFast never updates the Network Service on user checkbox click
2058,,ICPS,Needs-Triage,,fallback,,,"""Download MPA"" banner is cut off in certain screen sizes",#NAME?,"""Download MPA"" banner is cut off in certain screen sizes"
2060,,Killer,Connectivity,,cue,Connectivity,,"New WifiCredentialPrompter is showing duplicated character when SSID contains ""&""",test,"New WifiCredentialPrompter is showing duplicated character when SSID contains ""&"""
2061,,Killer,Needs-Triage,,fallback,,,No failure popup when installing on Win10,Intel Services isnt running after installation,No failure popup when installing on Win10
2062,,Killer,Needs-Triage,,fallback,,,Fails on Win11 machine,Coverity - CID 4022861 Dereference before null check,Fails on Win11 machine
2063,,Killer,ICPS,ICPS,override,ICPS,,ICPS will show DCA notification popup about enabling location service after OOBE in 2 mins,Coverity - CID 3859266 Big parameter passed by value,ICPS will show DCA notification popup about enabling location service after OOBE in 2 mins
2064,,ICPS,Connectivity,,cue,Connectivity,,"In new WifiCredentialPrompter, the SSID will be cut when the length of SSID is longer.","ICPS and Killer - ""await"" no cancel on shutdown","In new WifiCredentialPrompter, the SSID will be cut when the length of SSID is longer."
2065,,RF,Needs-Triage,,fallback,,,Dashboard: Insufficient color contrast between graphic elements,"Walk behind awake PC : Need Create ""lower sensitivity"" script for Next Gen calibration tool",Dashboard: Insufficient color contrast between graphic elements
