Issue key,project,year,category,Custom field (Root Cause)
WIFI-256268,WIFI,2022,Connectivity,"See patch details.
In short, an aborted scan triggered an MCC update although it should not have done so. The fix avoid MCC update on aborted scan."
WIFI-255990,WIFI,2022,Connectivity,"HW bug - SCD doesn't ignore out of window bits in the bitmap scratch area.
Added FW WA (clear all bits in entry).
the bug caused an errored frame in aggregation to be marked as DONE."
WIFI-255760,WIFI,2022,Connectivity,DDD buffer was fool
WIFI-255169,WIFI,2022,Connectivity,fix LARI change config for China BIOS
WIFI-253202,WIFI,2022,BSOD,"Delivered by Borochov/Darzi:
7e9c1c8608ca52253e2aef4154966d307b7af5ca
[BUGFIX] phy: fill AGC table for COEX
in case of scanning HB, we clear the up entries of the AGC table,
when we return to LB, in antenna B, we filled only the first 16 entries
of the table with antenna B DB, but we didn't fill the COEX values.
This caused bad AGC values in case of COEX active, which led to
high energy measurements on the antenna (eventually led to assert 0x4444
due to TX defers).
This fix fills the COEX entries with the correct values."
WIFI-252922,WIFI,2022,Connectivity,Fixed deadlock between RouterDLL and PIE IHV.
WIFI-252455,WIFI,2022,Connectivity,"Those threads are opened by a ""KeepAlive"" timer which runs a function every second to check if the connection to RPC is still valid.
The connection to RPC check is done by running an API that is sent to the RPC server, if the API fails, it returns an error.
When the Wlanext.exe process is in ""pending"" state, the RPC server doesn't respond to the RPC call which blocks the call forever (Bug in MSRPC).
Since the call is blocked, and the timer is still running, every second another thread is being stuck, and this is why there are so many threads.
To solve this, I put a boolean that signals if there is already a running thread, if there is already a running thread, the function will exit without doing anything."
WIFI-252267,WIFI,2022,Connectivity, DCR-924 being excluded from TyP BT FW
WIFI-251564,WIFI,2022,Connectivity,"GetAdapterList also returned success, regardless if it failed or not.
Also, count wasn't initialized with 0."
WIFI-249167,WIFI,2022,Connectivity,See patches
WIFI-247522,WIFI,2022,Connectivity,"Sensing Algo adaptations:
- WA = 100 us
- channel 36
- logarithmic metric
- rest parameters similar to MSI 
 "
WIFI-247381,WIFI,2022,Connectivity,This issue is being handled on DCR-1934
WIFI-246831,WIFI,2022,Connectivity,"he fix for BadDmaRead was worng because it allocated on existing
aloocation and caused a memory leak.
afterward we freed the last memory, therefore the memory was zero.

the fix is to set it in temporal value and copy it back again afterward."
WIFI-244597,WIFI,2022,Connectivity,
WIFI-244514,WIFI,2022,Connectivity,"[BUGFIX] PHY: correct context data in Modify

Update context data at relevant part of code.
Also change assert to make sure lmac ID remains the same."
WIFI-243533,WIFI,2022,Connectivity,typo in DMA remapping registry section Netwta10->Netwaw10
WIFI-242638,WIFI,2022,Connectivity,missing FW input validation
WIFI-241078,WIFI,2022,Connectivity,"fixing rlcChainSettings registry key,
when trying to use only antenna A or only antenna B separately, the registry key doesn't work.
the solution is to fill the valid mask param from the custom config while receiving
the Rx chain."
WIFI-240803,WIFI,2022,Connectivity,"The AP assoc at 80MHz while in the TF it sends the secondary 80MHz RU is set.
The fix is to abort this TF and avoid the sysassert.
https://gerritwcs.ir.intel.com/c/wcd_fw-dev/+/20325"
WIFI-239407,WIFI,2022,Connectivity,"StartupPath was wrong, instead of using the setup.xml of the running installer, it used that setup.xml in the bundle package cache folder."
WIFI-236751,WIFI,2022,Connectivity,"reset the link quality parameters with INVALDATE and not with 0.
"
WIFI-236550,WIFI,2022,Connectivity,"LAR flow (or part of it) was not enable in XVT mode. 
This specific issue where we see that BIOS regulatory values (e.g. UNII4) not applied was added to driver in the last year (DCR722- Regulatory - unii4 enablement bitmap),
in LAR section which is excluded in xvt mode. 
The fix is to enable this section in xvt mode. "
WIFI-231421,WIFI,2022,Connectivity,issue with driver when reading the SAR table from BIOS
WIFI-230886,WIFI,2022,Connectivity,"LPI tables were applied in 6 GHz when geo profile=US or Power Profile=0. The fix is applying the LPI tables when Power Profile is 0 or 1, regardless of the geo profile."
WIFI-230034,WIFI,2022,Connectivity,Invalid command size for reduced tx power command v7
WIFI-229851,WIFI,2022,Connectivity,"When reseting the link quality params, need to reset the last report rate time to INVALID and not to 0."
WIFI-229648,WIFI,2022,Connectivity,"HE connection with AP zeroing the basic MCS NSS.

Fixing driver bug as a result of ""missing behavior"" DCR, which is dealing with AP that resets the HE capabilities basic MCS NSS IE."
WIFI-227547,WIFI,2022,Connectivity,"Combination of few issues:
1. PPE thresholds in GO were taken from assoc response instead of request
2. Originally PktExt was initialized to 64-QAM instead of NONE
3. Due to another bug, when peer reports HE PPE thresholds for 2 NSS, the thresholds were not filled for 2 NSS
4. Combination of above caused PPE thresholds to be configured for 64-QAM for 2 NSS before EHT PPE thresholds commit, then due to #3 to be configured to NONE."
WIFI-226810,WIFI,2022,Connectivity,"Installer fails to load dell.dll:
The installer is using the API SetDefaultDllDirectories() in order to prevent loading DLLs from unsecured locations.
Before the installer calls an API from dell.dll, it's using the API SetDllDirectory() which should allow the installer to find dell.dll, but since it already called SetDefaultDllDirectories(), the API SetDllDirectory() doesn't do anything and therefore the installer doesn't find dell.dll."
WIFI-226325,WIFI,2022,Connectivity,missing lib from BIOS to  get the right PCH serial port address per platform ( real fix will be in DSC in BIOS  - but we fixed it localy so we will not wait for BIOS fix )
WIFI-221587,WIFI,2022,Connectivity,"PIE is using an asynchronous method in order to send a bind event, in this case there was a racing condition between that method and the FreeLibrary call:
1) Asynchronous method is called.
2) Router frees the PIE IHV module while the method is still working.
3) The asynchronous method is still working while the main thread of the DLL that host that method is closed.
4) This causes Wlanext.exe process to remain open.
5) On driver enable, a new Wlanext.exe process is created.
6) Since there are 2 running Wlanext.exe processes, this means that the RPC server is still working in the old process which prevents creating a new RPC server connection in the new process.
7) PIE service tries to connect to the RPC server which is stuck on the old process, which makes the service to also be stuck."
WIFI-221315,WIFI,2022,Connectivity,DCR 1747 
WIFI-220023,WIFI,2022,Connectivity,"In old cores where HE wasn't exist when non UNII4 STA tries to connect to UNII4
AP that its channel and BW violate regulatory, the connection was reduced to HT
as VHT was disabled.
In new cores with HE support there is a requirement that if VHT doesn't exist
the STA can't connect in any mode.
In new code the VHT dsabled interpreted as VHT doesn't exist so combination of
VHT disabled and HE must have a VHT otherwise it won't connect in any mode."
WIFI-219771,WIFI,2022,BSOD,An assert during ExitBootServices resulted in NIC reset leaving it in powered on and running state with misconfigured DMA. When the OS boots it hits DMA violation which resulted in BSOD
WIFI-219088,WIFI,2022,Connectivity,DELL SKUs were added to INF starting 22.150 release
WIFI-218884,WIFI,2022,Connectivity,"In case of LB channel 11 @40MHz, if the lite regulatory limit is bigger than full regulatory limit by more than 2dB,
skip calibrating full region 0"
WIFI-216109,WIFI,2022,Connectivity,no sad notification was sent in stealth ap mode.
WIFI-214885,WIFI,2022,Connectivity,Open DPHY clock forced open at init after the assert. Closing it lowered the frequency of the issue.
WIFI-214403,WIFI,2022,Connectivity,"when driver waits for reset interrupt response, it has a timer of 200ms to
complete the flow in case of missing interrupt.
if in the same time assert arrives, the timer expiry is ignored and FW stop is stuck on the same state with no way to exit from it.
had to move state in case of FW not responsive"
WIFI-213810,WIFI,2022,Connectivity,
WIFI-210835,WIFI,2022,Connectivity,"'
Channel 149 is passive in EEPROM (not allowed for GO Activation)
If we hear an AP on channel 149, it becomes active (allowed for GO activation)
But the function which gets the valid channels for GO activation checked the original EEPROM info.
That info does not contain passive to active channel transitions, so it is not up to date.
Eventually we will not start on channel 149, because we don't know it is active.

"
WIFI-210732,WIFI,2022,Connectivity,"Driver took max num of SAR tables from NumberSARTables field for all bios revisions (8 in this case).
This change was done starting from 1.7 bios revision. 
For the previous revisions the max number of SAR tables shall stay to be static (12) and this was missed."
WIFI-210058,WIFI,2022,Connectivity,
WIFI-209459,WIFI,2022,Connectivity,closing Q in modify flow as firat stage 
WIFI-209086,WIFI,2022,Performance,"when surface BIOS is disabled, the sensor isn't initialized for
surface.
This means, every request from SAR manager will cause DBG_ASSERT and failure flow.
A side effect would be to not update the FW about the SAR. this will cause the
safety timer in the FW to expire (5 minutes timer) and will move them to safety
SAR values which cause throughput degradation.
There is not a clear enough requirement for this behaviour.
The fix was to ignore the assert and set the power to no restriction as
requested by SAR manager and send to FW."
WIFI-206402,WIFI,2022,Connectivity,"See patches. In short, the periodic scan tracking in the FW was flowed."
WIFI-205478,WIFI,2022,Connectivity,Q closing in modify PHY flow 
WIFI-205003,WIFI,2022,Connectivity,"The current feature bits contain more information about the channels,
e.g. if the channel is active it will be present in the current channel info but
not in the eeprom channel info.

Example flow:
Channel 149 is passive in EEPROM (not allowed for GO Activation)
If we hear an AP on channel 149, it becomes active (allowed for GO activation)
But the function which gets the valid channels for GO activation checked the original EEPROM info.
That info does not contain passive to active channel transitions, so it is not up to date.
Eventually we will not start on channel 149, because we don't know it is active."
WIFI-204710,WIFI,2022,Connectivity,"When we roam and selected better candidate than we are connected, so on task
roam which OS may want us to make it as FT one we can select an active entry as
the best candidate, for example if between roam needed and task roam we got a
beacon from a missed beacon AP. In such case the reassoc frame will turn to
assoc frame as we are connecting to the same AP and we will do the roam as non
FT cause the field in task roam to do FT roaming is for reassoc flow. So we do
non FT roam and OS will disconnect us right away once we associated."
WIFI-204470,WIFI,2022,Connectivity,"when after RF ON with FW reset we don't send 11d scan
but wait for the mcc update and a scan from OS after that.
The issue is that if we don't send 11d scan and OS triggers OS scans we are
dependent on that that mcc update will arrive and OS will continue trigger scans
and one will be arrived after mcc update and we will scan the UHB and if OS will
stop trigger scans and mcc update still wasn't arrived we will not be able to
scan UHB."
WIFI-203181,WIFI,2022,Connectivity,"master: 638f8fcc5f9c3cecefac6c3087e6a91d233fea1e
BIOS ACPI EWRD extended sets configuration
The ACPI EWRD table has static size for CDB and UHB case.
This table consists of 3 additional sets. Even if OEM specifies
less additional sets (e.g. 1 or 2), driver should parse this table
as if 3 sets exist and ignore the once not specified in the
additional set parameter. Technically, OEM should fill the non-
existing additional sets with 0, however, this condition is not really
verified here."
